donor_id,gene_symbol,probe_id,detected_sample_count,total_sample_count,detection_rate
normalized_microarray_donor12876,LHFPL2,1047730,363,363,1.0
normalized_microarray_donor12876,LHFPL2,1047731,113,363,0.31129476584022037
normalized_microarray_donor12876,LINC00326,1012240,4,363,0.011019283746556474
normalized_microarray_donor12876,LINC00326,1017951,4,363,0.011019283746556474
normalized_microarray_donor12876,LMNA,1023738,362,363,0.9972451790633609
normalized_microarray_donor12876,LMNA,1023739,175,363,0.4820936639118457
normalized_microarray_donor12876,LMNA,1054551,363,363,1.0
normalized_microarray_donor12876,LRP1B,1043072,360,363,0.9917355371900827
normalized_microarray_donor12876,LRP1B,1043073,354,363,0.9752066115702479
normalized_microarray_donor12876,LRP8,1024086,362,363,0.9972451790633609
normalized_microarray_donor12876,LRP8,1050104,363,363,1.0
normalized_microarray_donor12876,LRP8,1050105,362,363,0.9972451790633609
normalized_microarray_donor12876,LRRC37A4P,1015072,358,363,0.9862258953168044
normalized_microarray_donor12876,LRRC37A4P,1015124,363,363,1.0
normalized_microarray_donor12876,LRRC37A4P,1015247,354,363,0.9752066115702479
normalized_microarray_donor12876,LRRC37A4P,1015252,215,363,0.5922865013774105
normalized_microarray_donor12876,LRRC37A4P,1020297,363,363,1.0
normalized_microarray_donor12876,LRRC37A4P,1022598,363,363,1.0
normalized_microarray_donor12876,LRRC37A4P,1070359,2,363,0.005509641873278237
normalized_microarray_donor12876,LRRK2,1022614,363,363,1.0
normalized_microarray_donor12876,LRRK2,1022615,352,363,0.9696969696969697
normalized_microarray_donor12876,LRRK2,1022616,299,363,0.8236914600550964
normalized_microarray_donor12876,LRRN2,1024046,363,363,1.0
normalized_microarray_donor12876,LRRN2,1024047,91,363,0.25068870523415976
normalized_microarray_donor12876,LRRN2,1047393,45,363,0.12396694214876033
normalized_microarray_donor12876,MAP4K4,1030502,361,363,0.9944903581267218
normalized_microarray_donor12876,MAP4K4,1030503,359,363,0.9889807162534435
normalized_microarray_donor12876,MAP4K4,1030504,363,363,1.0
normalized_microarray_donor12876,MAP4K4,1030505,363,363,1.0
normalized_microarray_donor12876,MAPT,1010837,359,363,0.9889807162534435
normalized_microarray_donor12876,MAPT,1012542,5,363,0.013774104683195593
normalized_microarray_donor12876,MAPT,1014908,350,363,0.9641873278236914
normalized_microarray_donor12876,MAPT,1020634,360,363,0.9917355371900827
normalized_microarray_donor12876,MAPT-AS1,1063807,363,363,1.0
normalized_microarray_donor12876,MBNL2,1026724,363,363,1.0
normalized_microarray_donor12876,MBNL2,1026725,362,363,0.9972451790633609
normalized_microarray_donor12876,MCCC1,1041094,363,363,1.0
normalized_microarray_donor12876,MCCC1,1041095,153,363,0.4214876033057851
normalized_microarray_donor12876,MED12L,1036005,348,363,0.9586776859504132
normalized_microarray_donor12876,MED12L,1036006,288,363,0.7933884297520661
normalized_microarray_donor12876,MED13,1047969,336,363,0.9256198347107438
normalized_microarray_donor12876,MED13,1047970,363,363,1.0
normalized_microarray_donor12876,METTL13,1029408,363,363,1.0
normalized_microarray_donor12876,METTL13,1029409,252,363,0.6942148760330579
normalized_microarray_donor12876,MIPOL1,1034741,344,363,0.9476584022038568
normalized_microarray_donor12876,MIPOL1,1034742,346,363,0.953168044077135
normalized_microarray_donor12876,MMRN1,1046181,0,363,0.0
normalized_microarray_donor12876,MMRN1,1046182,7,363,0.01928374655647383
normalized_microarray_donor12876,MORN1,1038820,166,363,0.4573002754820937
normalized_microarray_donor12876,MORN1,1038821,181,363,0.4986225895316804
normalized_microarray_donor12876,MRPL1,1039604,346,363,0.953168044077135
normalized_microarray_donor12876,MRPL1,1039605,363,363,1.0
normalized_microarray_donor12876,MSR1,1023451,49,363,0.1349862258953168
normalized_microarray_donor12876,MSR1,1023452,23,363,0.06336088154269973
normalized_microarray_donor12876,MSR1,1023453,53,363,0.14600550964187328
normalized_microarray_donor12876,MSR1,1054033,55,363,0.15151515151515152
normalized_microarray_donor12876,MTF2,1046288,363,363,1.0
normalized_microarray_donor12876,MTF2,1046289,363,363,1.0
normalized_microarray_donor12876,MUC12,1015514,148,363,0.40771349862258954
normalized_microarray_donor12876,MUC12,1025233,4,363,0.011019283746556474
normalized_microarray_donor12876,MUC12,1025234,0,363,0.0
normalized_microarray_donor12876,MUC12,1025235,8,363,0.02203856749311295
normalized_microarray_donor12876,MUC12,1047868,2,363,0.005509641873278237
normalized_microarray_donor12876,MUC19,1069887,4,363,0.011019283746556474
normalized_microarray_donor12876,MYLK2,1037087,358,363,0.9862258953168044
normalized_microarray_donor12876,MYLK2,1037088,12,363,0.03305785123966942
normalized_microarray_donor12876,NDUFAF2,1036662,363,363,1.0
normalized_microarray_donor12876,NDUFAF2,1036663,363,363,1.0
normalized_microarray_donor12876,NDUFAF2,1036664,363,363,1.0
normalized_microarray_donor12876,NOD2,1039983,27,363,0.0743801652892562
normalized_microarray_donor12876,NOD2,1039984,0,363,0.0
normalized_microarray_donor12876,NOL4,1049390,349,363,0.9614325068870524
normalized_microarray_donor12876,NOL4,1049391,360,363,0.9917355371900827
normalized_microarray_donor12876,NRBP1,1044129,346,363,0.953168044077135
normalized_microarray_donor12876,NRBP1,1044130,245,363,0.6749311294765841
normalized_microarray_donor12876,NSF,1053553,363,363,1.0
normalized_microarray_donor12876,NSF,1053554,363,363,1.0
normalized_microarray_donor12876,NUCKS1,1039781,363,363,1.0
normalized_microarray_donor12876,NUCKS1,1039782,363,363,1.0
normalized_microarray_donor12876,NUCKS1,1039783,363,363,1.0
normalized_microarray_donor12876,NUCKS1,1039784,352,363,0.9696969696969697
normalized_microarray_donor12876,NUCKS1,1039785,9,363,0.024793388429752067
normalized_microarray_donor12876,NUCKS1,1039786,363,363,1.0
normalized_microarray_donor12876,NUCKS1,1039787,363,363,1.0
normalized_microarray_donor12876,P2RX5,1029745,297,363,0.8181818181818182
normalized_microarray_donor12876,P2RX5,1029961,270,363,0.743801652892562
normalized_microarray_donor12876,P2RX5,1029962,212,363,0.5840220385674931
normalized_microarray_donor12876,PAM,1053360,363,363,1.0
normalized_microarray_donor12876,PAM,1053361,30,363,0.08264462809917356
normalized_microarray_donor12876,PAM,1053362,354,363,0.9752066115702479
normalized_microarray_donor12876,PAM,1053363,363,363,1.0
normalized_microarray_donor12876,PARP9,1012605,48,363,0.1322314049586777
normalized_microarray_donor12876,PARP9,1014893,175,363,0.4820936639118457
normalized_microarray_donor12876,PARP9,1017969,177,363,0.48760330578512395
normalized_microarray_donor12876,PARP9,1019052,140,363,0.3856749311294766
normalized_microarray_donor12876,PBXIP1,1040725,357,363,0.9834710743801653
normalized_microarray_donor12876,PCGF3,1047531,363,363,1.0
normalized_microarray_donor12876,PCGF3,1047532,166,363,0.4573002754820937
normalized_microarray_donor12876,PCGF3,1047533,248,363,0.6831955922865014
normalized_microarray_donor12876,PCGF3,1047534,338,363,0.931129476584022
normalized_microarray_donor12876,PDE5A,1023660,134,363,0.3691460055096419
normalized_microarray_donor12876,PDE5A,1029314,130,363,0.3581267217630854
normalized_microarray_donor12876,PDE5A,1029315,251,363,0.6914600550964187
normalized_microarray_donor12876,PDGFB,1025515,351,363,0.9669421487603306
normalized_microarray_donor12876,PDGFB,1025516,241,363,0.6639118457300276
normalized_microarray_donor12876,PDLIM2,1030473,363,363,1.0
normalized_microarray_donor12876,PDLIM2,1030474,362,363,0.9972451790633609
normalized_microarray_donor12876,PDLIM2,1030475,362,363,0.9972451790633609
normalized_microarray_donor12876,PDLIM2,1030506,1,363,0.0027548209366391185
normalized_microarray_donor12876,PDLIM2,1030507,270,363,0.743801652892562
normalized_microarray_donor12876,PDLIM2,1063413,197,363,0.5426997245179064
normalized_microarray_donor12876,PIK3CA,1053064,359,363,0.9889807162534435
normalized_microarray_donor12876,PIK3CA,1053065,363,363,1.0
normalized_microarray_donor12876,PITPNM2,1040522,75,363,0.2066115702479339
normalized_microarray_donor12876,PITPNM2,1040523,322,363,0.8870523415977961
normalized_microarray_donor12876,PKP2,1028774,275,363,0.7575757575757576
normalized_microarray_donor12876,PKP2,1028775,199,363,0.5482093663911846
normalized_microarray_donor12876,PKP2,1068149,33,363,0.09090909090909091
normalized_microarray_donor12876,PLEKHM1,1014469,114,363,0.3140495867768595
normalized_microarray_donor12876,PLEKHM1,1015773,363,363,1.0
normalized_microarray_donor12876,PLEKHM1,1019528,108,363,0.2975206611570248
normalized_microarray_donor12876,PLEKHM1,1020046,363,363,1.0
normalized_microarray_donor12876,PMVK,1047114,363,363,1.0
normalized_microarray_donor12876,PMVK,1047115,343,363,0.9449035812672176
normalized_microarray_donor12876,PRDM15,1021358,55,363,0.15151515151515152
normalized_microarray_donor12876,PRDM15,1021359,7,363,0.01928374655647383
normalized_microarray_donor12876,PRDM15,1021360,4,363,0.011019283746556474
normalized_microarray_donor12876,PRDM15,1065382,0,363,0.0
normalized_microarray_donor12876,RAB25,1040843,3,363,0.008264462809917356
normalized_microarray_donor12876,RAB25,1040844,5,363,0.013774104683195593
normalized_microarray_donor12876,RABEP2,1038854,339,363,0.9338842975206612
normalized_microarray_donor12876,RABEP2,1038855,338,363,0.931129476584022
normalized_microarray_donor12876,RBMS3,1027165,363,363,1.0
normalized_microarray_donor12876,RBMS3,1027166,229,363,0.6308539944903582
normalized_microarray_donor12876,RBMS3,1027167,355,363,0.977961432506887
normalized_microarray_donor12876,RILPL2,1033620,363,363,1.0
normalized_microarray_donor12876,RILPL2,1033621,343,363,0.9449035812672176
normalized_microarray_donor12876,RIMS1,1046115,303,363,0.8347107438016529
normalized_microarray_donor12876,RIMS1,1046116,359,363,0.9889807162534435
normalized_microarray_donor12876,RIMS2,1013694,360,363,0.9917355371900827
normalized_microarray_donor12876,RIMS2,1014746,334,363,0.9201101928374655
normalized_microarray_donor12876,RIMS2,1015006,352,363,0.9696969696969697
normalized_microarray_donor12876,RIMS2,1020609,360,363,0.9917355371900827
normalized_microarray_donor12876,RIT1,1052172,361,363,0.9944903581267218
normalized_microarray_donor12876,RIT1,1052174,164,363,0.45179063360881544
normalized_microarray_donor12876,RIT2,1052175,349,363,0.9614325068870524
normalized_microarray_donor12876,RIT2,1052176,357,363,0.9834710743801653
normalized_microarray_donor12876,RNF141,1043920,363,363,1.0
normalized_microarray_donor12876,RNF141,1043922,363,363,1.0
normalized_microarray_donor12876,RORA,1024340,363,363,1.0
normalized_microarray_donor12876,RORA,1024341,363,363,1.0
normalized_microarray_donor12876,RPL10,1052085,363,363,1.0
normalized_microarray_donor12876,RPL10,1052086,363,363,1.0
normalized_microarray_donor12876,RPL10,1052087,363,363,1.0
normalized_microarray_donor12876,RPL13AP3,1012847,363,363,1.0
normalized_microarray_donor12876,RPL3,1052118,363,363,1.0
normalized_microarray_donor12876,RPL3,1052119,296,363,0.8154269972451791
normalized_microarray_donor12876,RPS6KL1,1038074,181,363,0.4986225895316804
normalized_microarray_donor12876,RPS6KL1,1038075,345,363,0.9504132231404959
normalized_microarray_donor12876,SCARB2,1058448,363,363,1.0
normalized_microarray_donor12876,SCARB2,1058449,361,363,0.9944903581267218
normalized_microarray_donor12876,SCN2A,1022204,354,363,0.9752066115702479
normalized_microarray_donor12876,SCN2A,1022205,363,363,1.0
normalized_microarray_donor12876,SCN2A,1022206,348,363,0.9586776859504132
normalized_microarray_donor12876,SCN2A,1022207,361,363,0.9944903581267218
normalized_microarray_donor12876,SEC23IP,1046486,362,363,0.9972451790633609
normalized_microarray_donor12876,SEC23IP,1046487,293,363,0.8071625344352618
normalized_microarray_donor12876,SEMA4A,1039940,314,363,0.8650137741046832
normalized_microarray_donor12876,SEMA4A,1039941,41,363,0.11294765840220386
normalized_microarray_donor12876,SETD1A,1023898,214,363,0.5895316804407713
normalized_microarray_donor12876,SETD1A,1023899,208,363,0.5730027548209367
normalized_microarray_donor12876,SH2B1,1013795,230,363,0.6336088154269972
normalized_microarray_donor12876,SH2B1,1019011,323,363,0.8898071625344353
normalized_microarray_donor12876,SH3GL2,1051629,357,363,0.9834710743801653
normalized_microarray_donor12876,SH3GL2,1051630,349,363,0.9614325068870524
normalized_microarray_donor12876,SIPA1L2,1040561,363,363,1.0
normalized_microarray_donor12876,SIPA1L2,1040562,363,363,1.0
normalized_microarray_donor12876,SLC25A44,1048289,67,363,0.18457300275482094
normalized_microarray_donor12876,SLC25A44,1048290,296,363,0.8154269972451791
normalized_microarray_donor12876,SLC25A44,1048291,361,363,0.9944903581267218
normalized_microarray_donor12876,SLC2A13,1036278,363,363,1.0
normalized_microarray_donor12876,SLC2A13,1036279,363,363,1.0
normalized_microarray_donor12876,SLC2A13,1036280,110,363,0.30303030303030304
normalized_microarray_donor12876,SLC38A1,1011006,363,363,1.0
normalized_microarray_donor12876,SLC38A1,1020708,363,363,1.0
normalized_microarray_donor12876,SLC41A1,1032909,362,363,0.9972451790633609
normalized_microarray_donor12876,SLC41A1,1032910,3,363,0.008264462809917356
normalized_microarray_donor12876,SLC44A4,1038467,1,363,0.0027548209366391185
normalized_microarray_donor12876,SLC44A4,1038468,0,363,0.0
normalized_microarray_donor12876,SMAD4,1054430,339,363,0.9338842975206612
normalized_microarray_donor12876,SMAD4,1054431,161,363,0.44352617079889806
normalized_microarray_donor12876,SNCA,1010655,363,363,1.0
normalized_microarray_donor12876,SNCA,1020182,363,363,1.0
normalized_microarray_donor12876,SORBS2,1029199,361,363,0.9944903581267218
normalized_microarray_donor12876,SORBS2,1029200,334,363,0.9201101928374655
normalized_microarray_donor12876,SORBS2,1068745,338,363,0.931129476584022
normalized_microarray_donor12876,SPATA19,1033264,28,363,0.07713498622589532
normalized_microarray_donor12876,SPATA19,1033265,3,363,0.008264462809917356
normalized_microarray_donor12876,SPATA6,1042808,328,363,0.9035812672176309
normalized_microarray_donor12876,SPATA6,1042809,358,363,0.9862258953168044
normalized_microarray_donor12876,SPPL2B,1013582,362,363,0.9972451790633609
normalized_microarray_donor12876,SPPL2B,1019980,363,363,1.0
normalized_microarray_donor12876,SPTSSB,1021818,248,363,0.6831955922865014
normalized_microarray_donor12876,SPTSSB,1021819,161,363,0.44352617079889806
normalized_microarray_donor12876,STK39,1044446,363,363,1.0
normalized_microarray_donor12876,STK39,1044447,363,363,1.0
normalized_microarray_donor12876,STX1B,1036371,360,363,0.9917355371900827
normalized_microarray_donor12876,STX1B,1036372,360,363,0.9917355371900827
normalized_microarray_donor12876,SV2C,1025369,343,363,0.9449035812672176
normalized_microarray_donor12876,SV2C,1025370,289,363,0.7961432506887053
normalized_microarray_donor12876,SV2C,1025371,277,363,0.7630853994490359
normalized_microarray_donor12876,SYT10,1031929,232,363,0.6391184573002755
normalized_microarray_donor12876,SYT10,1031930,161,363,0.44352617079889806
normalized_microarray_donor12876,SYT17,1043121,363,363,1.0
normalized_microarray_donor12876,SYT17,1043122,359,363,0.9889807162534435
normalized_microarray_donor12876,SYT17,1043123,345,363,0.9504132231404959
normalized_microarray_donor12876,SYT4,1051007,355,363,0.977961432506887
normalized_microarray_donor12876,SYT4,1051008,354,363,0.9752066115702479
normalized_microarray_donor12876,SYT4,1051009,356,363,0.9807162534435262
normalized_microarray_donor12876,TAC1,1028377,282,363,0.7768595041322314
normalized_microarray_donor12876,TAC1,1029249,326,363,0.8980716253443526
normalized_microarray_donor12876,TAC1,1029250,335,363,0.9228650137741047
normalized_microarray_donor12876,TAC1,1029251,312,363,0.859504132231405
normalized_microarray_donor12876,TAC1,1029252,299,363,0.8236914600550964
normalized_microarray_donor12876,TAC1,1029253,285,363,0.7851239669421488
normalized_microarray_donor12876,TAC1,1029254,271,363,0.7465564738292011
normalized_microarray_donor12876,TAC1,1029255,309,363,0.8512396694214877
normalized_microarray_donor12876,TAC1,1029256,305,363,0.8402203856749312
normalized_microarray_donor12876,TAC1,1029257,306,363,0.8429752066115702
normalized_microarray_donor12876,TAC1,1029258,275,363,0.7575757575757576
normalized_microarray_donor12876,TAC1,1029261,260,363,0.7162534435261708
normalized_microarray_donor12876,TAC1,1051004,296,363,0.8154269972451791
normalized_microarray_donor12876,TBC1D5,1011556,363,363,1.0
normalized_microarray_donor12876,TBC1D5,1020243,282,363,0.7768595041322314
normalized_microarray_donor12876,TBXAS1,1019912,207,363,0.5702479338842975
normalized_microarray_donor12876,TBXAS1,1028035,315,363,0.8677685950413223
normalized_microarray_donor12876,TBXAS1,1028036,2,363,0.005509641873278237
normalized_microarray_donor12876,TEKT4,1034403,16,363,0.0440771349862259
normalized_microarray_donor12876,TEKT4,1034404,266,363,0.7327823691460055
normalized_microarray_donor12876,TEKT4,1034405,24,363,0.06611570247933884
normalized_microarray_donor12876,TIAL1,1022190,363,363,1.0
normalized_microarray_donor12876,TIAL1,1022191,362,363,0.9972451790633609
normalized_microarray_donor12876,TIAL1,1022192,360,363,0.9917355371900827
normalized_microarray_donor12876,TMEM108,1039492,362,363,0.9972451790633609
normalized_microarray_donor12876,TMEM108,1039493,315,363,0.8677685950413223
normalized_microarray_donor12876,TMEM108,1061880,2,363,0.005509641873278237
normalized_microarray_donor12876,TMEM163,1038292,279,363,0.768595041322314
normalized_microarray_donor12876,TMEM163,1038293,212,363,0.5840220385674931
normalized_microarray_donor12876,TMEM175,1037692,363,363,1.0
normalized_microarray_donor12876,TMEM175,1037693,363,363,1.0
normalized_microarray_donor12876,TPM1,1029651,354,363,0.9752066115702479
normalized_microarray_donor12876,TPM1,1029652,363,363,1.0
normalized_microarray_donor12876,TPM1,1029653,359,363,0.9889807162534435
normalized_microarray_donor12876,TPM1,1029654,297,363,0.8181818181818182
normalized_microarray_donor12876,TPM1,1029722,360,363,0.9917355371900827
normalized_microarray_donor12876,TPM1,1030777,363,363,1.0
normalized_microarray_donor12876,TPM1,1030778,307,363,0.8457300275482094
normalized_microarray_donor12876,TRIM40,1035144,8,363,0.02203856749311295
normalized_microarray_donor12876,TRIM40,1035145,9,363,0.024793388429752067
normalized_microarray_donor12876,TRIM46,1038649,109,363,0.3002754820936639
normalized_microarray_donor12876,TRIM46,1038650,1,363,0.0027548209366391185
normalized_microarray_donor12876,TRIM46,1061310,351,363,0.9669421487603306
normalized_microarray_donor12876,TXNDC15,1038974,363,363,1.0
normalized_microarray_donor12876,TXNDC15,1038975,363,363,1.0
normalized_microarray_donor12876,UBAP2,1041521,363,363,1.0
normalized_microarray_donor12876,UBAP2,1041522,156,363,0.4297520661157025
normalized_microarray_donor12876,UBQLN4,1041134,319,363,0.8787878787878788
normalized_microarray_donor12876,UBQLN4,1041135,182,363,0.5013774104683195
normalized_microarray_donor12876,UBTF,1011311,298,363,0.8209366391184573
normalized_microarray_donor12876,UBTF,1020229,343,363,0.9449035812672176
normalized_microarray_donor12876,USP50,1031669,0,363,0.0
normalized_microarray_donor12876,USP50,1031670,6,363,0.01652892561983471
normalized_microarray_donor12876,USP8,1014451,363,363,1.0
normalized_microarray_donor12876,USP8,1019894,343,363,0.9449035812672176
normalized_microarray_donor12876,VAMP4,1022872,313,363,0.8622589531680441
normalized_microarray_donor12876,VAMP4,1022873,359,363,0.9889807162534435
normalized_microarray_donor12876,VAMP4,1063422,330,363,0.9090909090909091
normalized_microarray_donor12876,VN1R10P,1037931,5,363,0.013774104683195593
normalized_microarray_donor12876,VN1R10P,1037932,3,363,0.008264462809917356
normalized_microarray_donor12876,WDHD1,1024873,229,363,0.6308539944903582
normalized_microarray_donor12876,WDHD1,1024874,263,363,0.7245179063360881
normalized_microarray_donor12876,WDHD1,1067761,2,363,0.005509641873278237
normalized_microarray_donor12876,WDR41,1042082,363,363,1.0
normalized_microarray_donor12876,WDR41,1042083,356,363,0.9807162534435262
normalized_microarray_donor12876,WNT3,1050353,363,363,1.0
normalized_microarray_donor12876,WNT3,1050354,1,363,0.0027548209366391185
normalized_microarray_donor12876,WWOX,1025804,341,363,0.9393939393939394
normalized_microarray_donor12876,WWOX,1025805,363,363,1.0
normalized_microarray_donor12876,WWOX,1043133,363,363,1.0
normalized_microarray_donor12876,WWOX,1043134,361,363,0.9944903581267218
normalized_microarray_donor12876,WWOX,1043135,237,363,0.6528925619834711
normalized_microarray_donor12876,WWOX,1043136,363,363,1.0
normalized_microarray_donor12876,XPO1,1050310,99,363,0.2727272727272727
normalized_microarray_donor12876,XPO1,1050311,363,363,1.0
normalized_microarray_donor12876,ZNF322,1039074,282,363,0.7768595041322314
normalized_microarray_donor12876,ZNF322,1039075,363,363,1.0
normalized_microarray_donor12876,ZNF608,1025964,360,363,0.9917355371900827
normalized_microarray_donor12876,ZNF608,1025965,324,363,0.8925619834710744
normalized_microarray_donor14380,APOE,1059132,529,529,1.0
normalized_microarray_donor14380,APOE,1059133,527,529,0.996219281663516
normalized_microarray_donor14380,APOE,1067762,529,529,1.0
normalized_microarray_donor14380,ARHGEF2,1019068,520,529,0.9829867674858223
normalized_microarray_donor14380,ARHGEF2,1048871,504,529,0.9527410207939508
normalized_microarray_donor14380,ASH1L,1041471,504,529,0.9527410207939508
normalized_microarray_donor14380,ASH1L,1041472,529,529,1.0
normalized_microarray_donor14380,ASNS,1026103,529,529,1.0
normalized_microarray_donor14380,ASNS,1026104,529,529,1.0
normalized_microarray_donor14380,ASXL3,1015239,434,529,0.8204158790170132
normalized_microarray_donor14380,ASXL3,1015423,460,529,0.8695652173913043
normalized_microarray_donor14380,ASXL3,1016305,486,529,0.9187145557655955
normalized_microarray_donor14380,BAG3,1048474,527,529,0.996219281663516
normalized_microarray_donor14380,BAG3,1048475,527,529,0.996219281663516
normalized_microarray_donor14380,BBS9,1022575,529,529,1.0
normalized_microarray_donor14380,BBS9,1022576,462,529,0.8733459357277883
normalized_microarray_donor14380,BCKDK,1011486,529,529,1.0
normalized_microarray_donor14380,BCKDK,1019002,512,529,0.9678638941398866
normalized_microarray_donor14380,BCL9,1058854,529,529,1.0
normalized_microarray_donor14380,BCL9,1058855,420,529,0.7939508506616257
normalized_microarray_donor14380,BIN3,1041427,529,529,1.0
normalized_microarray_donor14380,BIN3,1041428,469,529,0.8865784499054821
normalized_microarray_donor14380,BIN3,1041429,479,529,0.9054820415879017
normalized_microarray_donor14380,BRD3,1050009,529,529,1.0
normalized_microarray_donor14380,BRD3,1050010,529,529,1.0
normalized_microarray_donor14380,BRIP1,1037918,18,529,0.034026465028355386
normalized_microarray_donor14380,BST1,1058746,119,529,0.22495274102079396
normalized_microarray_donor14380,BST1,1058747,99,529,0.18714555765595464
normalized_microarray_donor14380,C5ORF24,1015240,529,529,1.0
normalized_microarray_donor14380,C5ORF24,1020488,527,529,0.996219281663516
normalized_microarray_donor14380,CAB39L,1011604,529,529,1.0
normalized_microarray_donor14380,CAB39L,1020073,529,529,1.0
normalized_microarray_donor14380,CAMK2D,1013642,529,529,1.0
normalized_microarray_donor14380,CAMK2D,1017819,529,529,1.0
normalized_microarray_donor14380,CAMK2D,1027100,154,529,0.29111531190926276
normalized_microarray_donor14380,CAMK2D,1027101,529,529,1.0
normalized_microarray_donor14380,CAPN13,1036609,503,529,0.9508506616257089
normalized_microarray_donor14380,CAPN13,1036610,372,529,0.7032136105860114
normalized_microarray_donor14380,CARS2,1039201,529,529,1.0
normalized_microarray_donor14380,CARS2,1039202,502,529,0.9489603024574669
normalized_microarray_donor14380,CC2D2A,1011388,478,529,0.9035916824196597
normalized_microarray_donor14380,CC2D2A,1018275,526,529,0.994328922495274
normalized_microarray_donor14380,CCDC62,1029581,142,529,0.2684310018903592
normalized_microarray_donor14380,CCDC62,1029582,23,529,0.043478260869565216
normalized_microarray_donor14380,CCDC85A,1014186,522,529,0.9867674858223062
normalized_microarray_donor14380,CCDC85A,1017604,528,529,0.998109640831758
normalized_microarray_donor14380,CCT3,1029523,529,529,1.0
normalized_microarray_donor14380,CCT3,1029524,529,529,1.0
normalized_microarray_donor14380,CD19,1058473,385,529,0.7277882797731569
normalized_microarray_donor14380,CD19,1058474,166,529,0.31379962192816635
normalized_microarray_donor14380,CHRNB1,1058196,524,529,0.9905482041587902
normalized_microarray_donor14380,CHRNB1,1058197,6,529,0.011342155009451797
normalized_microarray_donor14380,CLCN3,1025182,529,529,1.0
normalized_microarray_donor14380,CLCN3,1025183,529,529,1.0
normalized_microarray_donor14380,CLCN3,1025184,529,529,1.0
normalized_microarray_donor14380,CNOT6L,1033005,526,529,0.994328922495274
normalized_microarray_donor14380,CNOT6L,1033006,529,529,1.0
normalized_microarray_donor14380,CNOT6L,1033007,529,529,1.0
normalized_microarray_donor14380,CNTN1,1058103,529,529,1.0
normalized_microarray_donor14380,CNTN1,1058104,529,529,1.0
normalized_microarray_donor14380,COL3A1,1058092,2,529,0.003780718336483932
normalized_microarray_donor14380,COL3A1,1058093,184,529,0.34782608695652173
normalized_microarray_donor14380,COL3A1,1058094,3,529,0.005671077504725898
normalized_microarray_donor14380,COL3A1,1058095,15,529,0.02835538752362949
normalized_microarray_donor14380,COMMD1,1034390,529,529,1.0
normalized_microarray_donor14380,COMMD1,1034391,528,529,0.998109640831758
normalized_microarray_donor14380,CRLS1,1020322,529,529,1.0
normalized_microarray_donor14380,CTSB,1030215,529,529,1.0
normalized_microarray_donor14380,CTSB,1030216,529,529,1.0
normalized_microarray_donor14380,CTSB,1030217,529,529,1.0
normalized_microarray_donor14380,DCST1,1014309,15,529,0.02835538752362949
normalized_microarray_donor14380,DCST1,1018959,12,529,0.022684310018903593
normalized_microarray_donor14380,DCST1,1034485,4,529,0.007561436672967864
normalized_microarray_donor14380,DCUN1D1,1042987,529,529,1.0
normalized_microarray_donor14380,DCUN1D1,1060966,529,529,1.0
normalized_microarray_donor14380,DDRGK1,1039498,529,529,1.0
normalized_microarray_donor14380,DDRGK1,1039499,529,529,1.0
normalized_microarray_donor14380,DGKQ,1057741,502,529,0.9489603024574669
normalized_microarray_donor14380,DGKQ,1057742,0,529,0.0
normalized_microarray_donor14380,DIRC1,1036088,529,529,1.0
normalized_microarray_donor14380,DIRC1,1036089,0,529,0.0
normalized_microarray_donor14380,DLG2,1011473,529,529,1.0
normalized_microarray_donor14380,DLG2,1014060,497,529,0.9395085066162571
normalized_microarray_donor14380,DLG2,1015299,527,529,0.996219281663516
normalized_microarray_donor14380,DLG2,1020078,525,529,0.9924385633270322
normalized_microarray_donor14380,DNAH17,1029339,1,529,0.001890359168241966
normalized_microarray_donor14380,DNAH17,1029340,207,529,0.391304347826087
normalized_microarray_donor14380,DNASE1L1,1057592,71,529,0.1342155009451796
normalized_microarray_donor14380,DNASE1L1,1057593,529,529,1.0
normalized_microarray_donor14380,DNM1L,1026402,529,529,1.0
normalized_microarray_donor14380,DNM1L,1026403,529,529,1.0
normalized_microarray_donor14380,DNM1L,1026404,529,529,1.0
normalized_microarray_donor14380,DPP6,1021964,529,529,1.0
normalized_microarray_donor14380,DPP6,1021965,529,529,1.0
normalized_microarray_donor14380,DPP6,1021966,510,529,0.9640831758034026
normalized_microarray_donor14380,DPP6,1025983,503,529,0.9508506616257089
normalized_microarray_donor14380,DYRK1A,1026233,529,529,1.0
normalized_microarray_donor14380,DYRK1A,1026234,529,529,1.0
normalized_microarray_donor14380,DYRK1A,1026235,529,529,1.0
normalized_microarray_donor14380,ELOVL7,1014431,529,529,1.0
normalized_microarray_donor14380,ELOVL7,1017481,529,529,1.0
normalized_microarray_donor14380,FAM171A2,1013916,72,529,0.13610586011342155
normalized_microarray_donor14380,FAM171A2,1017989,424,529,0.8015122873345936
normalized_microarray_donor14380,FAM47E,1011673,420,529,0.7939508506616257
normalized_microarray_donor14380,FAM47E,1015924,526,529,0.994328922495274
normalized_microarray_donor14380,FASN,1057064,523,529,0.9886578449905482
normalized_microarray_donor14380,FASN,1057065,75,529,0.14177693761814744
normalized_microarray_donor14380,FBRSL1,1014256,529,529,1.0
normalized_microarray_donor14380,FBRSL1,1015696,529,529,1.0
normalized_microarray_donor14380,FCGR2A,1019379,518,529,0.9792060491493384
