probe_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome,total_detected_samples,total_samples,overall_detection_rate,valid_gene_symbol,reliable_probe
1052238,CUST_13123_PI416261804,5936,REG1B,regenerating islet-derived 1 beta,5968.0,2,57,3702,0.01539708265802269,True,False
1052237,A_23_P389500,5936,REG1B,regenerating islet-derived 1 beta,5968.0,2,30,3702,0.008103727714748784,True,False
1052236,CUST_11020_PI416261804,5939,RELB,v-rel reticuloendotheliosis viral oncogene homolog B,5971.0,19,59,3702,0.015937331172339277,True,False
1052235,A_23_P55706,5939,RELB,v-rel reticuloendotheliosis viral oncogene homolog B,5971.0,19,3700,3702,0.9994597514856834,True,True
1052234,A_24_P919974,5940,REN,renin,5972.0,1,49,3702,0.013236088600756347,True,False
1052233,A_23_P34637,5940,REN,renin,5972.0,1,63,3702,0.017017828200972446,True,False
1052232,CUST_10483_PI416261804,5941,RENBP,renin binding protein,5973.0,X,1169,3702,0.3157752566180443,True,False
1052231,A_23_P137157,5941,RENBP,renin binding protein,5973.0,X,2608,3702,0.7044840626688277,True,True
1052230,CUST_9234_PI416261804,5944,UPF1,UPF1 regulator of nonsense transcripts homolog (yeast),5976.0,19,3701,3702,0.9997298757428417,True,True
1052229,A_24_P194154,5944,UPF1,UPF1 regulator of nonsense transcripts homolog (yeast),5976.0,19,3699,3702,0.9991896272285251,True,True
1052228,CUST_1364_PI416261804,5945,DPF2,"D4, zinc and double PHD fingers family 2",5977.0,11,3320,3702,0.8968125337655322,True,True
1052227,A_23_P127446,5945,DPF2,"D4, zinc and double PHD fingers family 2",5977.0,11,3698,3702,0.9989195029713668,True,True
1052226,A_24_P246787,5946,REST,RE1-silencing transcription factor,5978.0,4,3652,3702,0.9864937871420854,True,True
1052225,A_23_P167081,5946,REST,RE1-silencing transcription factor,5978.0,4,3576,3702,0.965964343598055,True,True
1052224,CUST_16248_PI416261804,5947,RET,ret proto-oncogene,5979.0,10,1369,3702,0.36980010804970287,True,False
1052223,A_24_P343695,5947,RET,ret proto-oncogene,5979.0,10,1028,3702,0.277687736358725,True,False
1052222,CUST_14551_PI416261804,5948,REV3L,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",5980.0,6,3596,3702,0.9713668287412209,True,True
1052221,A_23_P214139,5948,REV3L,"REV3-like, polymerase (DNA directed), zeta, catalytic subunit",5980.0,6,3699,3702,0.9991896272285251,True,True
1052220,A_24_P136807,5949,RFC1,"replication factor C (activator 1) 1, 145kDa",5981.0,4,3700,3702,0.9994597514856834,True,True
1052219,A_23_P18465,5949,RFC1,"replication factor C (activator 1) 1, 145kDa",5981.0,4,3611,3702,0.9754186925985954,True,True
1052218,A_23_P14193,5951,RFC3,"replication factor C (activator 1) 3, 38kDa",5983.0,13,3338,3702,0.9016747703943814,True,True
1052217,A_24_P163405,5955,TRIM27,tripartite motif containing 27,5987.0,6,3578,3702,0.9665045921123717,True,True
1052216,A_32_P137035,5955,TRIM27,tripartite motif containing 27,5987.0,6,3680,3702,0.9940572663425176,True,True
1052215,A_23_P211417,5956,RFPL1,ret finger protein-like 1,5988.0,22,3331,3702,0.8997839005942734,True,True
1052214,CUST_15614_PI416261804,5957,RFX1,"regulatory factor X, 1 (influences HLA class II expression)",5989.0,19,3702,3702,1.0,True,True
1052213,A_23_P142037,5957,RFX1,"regulatory factor X, 1 (influences HLA class II expression)",5989.0,19,2638,3702,0.7125877903835764,True,True
1052212,A_24_P391104,5957,RFX1,"regulatory factor X, 1 (influences HLA class II expression)",5989.0,19,3697,3702,0.9986493787142086,True,True
1052211,CUST_1251_PI416261804,5959,RFX3,"regulatory factor X, 3 (influences HLA class II expression)",5991.0,9,3658,3702,0.9881145326850351,True,True
1052210,A_23_P9289,5959,RFX3,"regulatory factor X, 3 (influences HLA class II expression)",5991.0,9,3453,3702,0.9327390599675851,True,True
1052209,CUST_10905_PI416261804,5962,RFXAP,regulatory factor X-associated protein,5994.0,13,3698,3702,0.9989195029713668,True,True
1052208,A_23_P315789,5962,RFXAP,regulatory factor X-associated protein,5994.0,13,3592,3702,0.9702863317125878,True,True
1052207,CUST_6818_PI416261804,5963,RGR,retinal G protein coupled receptor,5995.0,10,1526,3702,0.41220961642355486,True,False
1052206,CUST_6833_PI416261804,5963,RGR,retinal G protein coupled receptor,5995.0,10,2679,3702,0.7236628849270664,True,True
1052205,A_24_P103911,5963,RGR,retinal G protein coupled receptor,5995.0,10,1728,3702,0.46677471636953,True,False
1052204,CUST_9828_PI416261804,5964,RGS1,regulator of G-protein signaling 1,5996.0,1,1141,3702,0.3082117774176121,True,False
1052203,A_23_P97141,5964,RGS1,regulator of G-protein signaling 1,5996.0,1,2367,3702,0.6393841166936791,True,True
1052202,CUST_15741_PI416261804,5965,RGS2,"regulator of G-protein signaling 2, 24kDa",5997.0,1,3683,3702,0.9948676391139925,True,True
1052201,A_23_P114947,5965,RGS2,"regulator of G-protein signaling 2, 24kDa",5997.0,1,3695,3702,0.998109130199892,True,True
1052200,CUST_10236_PI416261804,5968,RGS7,regulator of G-protein signaling 7,6000.0,1,3514,3702,0.949216639654241,True,True
1052199,A_23_P51587,5968,RGS7,regulator of G-protein signaling 7,6000.0,1,3630,3702,0.9805510534846029,True,True
1052198,CUST_5055_PI416261804,5969,RGS10,regulator of G-protein signaling 10,6001.0,10,3267,3702,0.8824959481361426,True,True
1052197,A_23_P138717,5969,RGS10,regulator of G-protein signaling 10,6001.0,10,3687,3702,0.9959481361426256,True,True
1052196,A_24_P33705,5970,RGS12,regulator of G-protein signaling 12,6002.0,4,2940,3702,0.7941653160453809,True,True
1052195,A_24_P220786,5970,RGS12,regulator of G-protein signaling 12,6002.0,4,3702,3702,1.0,True,True
1052194,A_23_P69513,5970,RGS12,regulator of G-protein signaling 12,6002.0,4,2364,3702,0.6385737439222042,True,True
1052193,A_23_P352435,5970,RGS12,regulator of G-protein signaling 12,6002.0,4,3576,3702,0.965964343598055,True,True
1052192,CUST_9472_PI416261804,5971,RGS13,regulator of G-protein signaling 13,6003.0,1,3231,3702,0.8727714748784441,True,True
1052191,A_23_P500093,5971,RGS13,regulator of G-protein signaling 13,6003.0,1,16,3702,0.004321988114532685,True,False
1052190,A_23_P217845,5972,RGS16,regulator of G-protein signaling 16,6004.0,1,3404,3702,0.9195029713668288,True,True
1052189,A_23_P320578,5972,RGS16,regulator of G-protein signaling 16,6004.0,1,3672,3702,0.9918962722852512,True,True
1052188,A_23_P256572,5973,RHAG,Rh-associated glycoprotein,6005.0,6,24,3702,0.006482982171799027,True,False
1052187,A_24_P135856,5975,RHD,"Rh blood group, D antigen",6007.0,1,24,3702,0.006482982171799027,True,False
1052186,A_23_P134247,5977,RHEB,Ras homolog enriched in brain,6009.0,7,3700,3702,0.9994597514856834,True,True
1052182,A_23_P407472,5978,RHO,rhodopsin,6010.0,3,340,3702,0.09184224743381955,True,False
1052181,CUST_363_PI417507815,5979,GRK1,G protein-coupled receptor kinase 1,6011.0,13,41,3702,0.011075094543490005,True,False
1052180,A_23_P313542,5979,GRK1,G protein-coupled receptor kinase 1,6011.0,13,105,3702,0.028363047001620744,True,False
1052179,CUST_15231_PI416261804,5981,RLN1,relaxin 1,6013.0,9,18,3702,0.004862236628849271,True,False
1052178,CUST_16277_PI416261804,5981,RLN1,relaxin 1,6013.0,9,32,3702,0.00864397622906537,True,False
1052177,A_23_P60210,5981,RLN1,relaxin 1,6013.0,9,49,3702,0.013236088600756347,True,False
1052176,CUST_6645_PI416261804,5982,RIT2,Ras-like without CAAX 2,6014.0,18,3672,3702,0.9918962722852512,True,True
1052175,A_23_P170050,5982,RIT2,Ras-like without CAAX 2,6014.0,18,3609,3702,0.9748784440842788,True,True
1052174,A_23_P115052,5984,RIT1,Ras-like without CAAX 1,6016.0,1,2245,3702,0.6064289573203674,True,True
1052172,A_23_P316601,5984,RIT1,Ras-like without CAAX 1,6016.0,1,3669,3702,0.9910858995137763,True,True
1052171,CUST_10299_PI416261804,5985,RLBP1,retinaldehyde binding protein 1,6017.0,15,1087,3702,0.29362506753106427,True,False
1052170,A_23_P163361,5985,RLBP1,retinaldehyde binding protein 1,6017.0,15,3479,3702,0.9397622906537006,True,True
1052169,CUST_816_PI416261804,5986,RLF,rearranged L-myc fusion,6018.0,1,3382,3702,0.9135602377093462,True,True
1052168,A_23_P126037,5986,RLF,rearranged L-myc fusion,6018.0,1,3687,3702,0.9959481361426256,True,True
1052167,CUST_16287_PI416261804,5987,RLN2,relaxin 2,6019.0,9,209,3702,0.0564559697460832,True,False
1052166,A_23_P216455,5987,RLN2,relaxin 2,6019.0,9,53,3702,0.01431658562938952,True,False
1052165,A_23_P151637,6004,RNASE2,"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)",6036.0,14,66,3702,0.017828200972447326,True,False
1052164,A_32_P1712,6004,RNASE2,"ribonuclease, RNase A family, 2 (liver, eosinophil-derived neurotoxin)",6036.0,14,23,3702,0.006212857914640735,True,False
1052163,A_23_P163025,6005,RNASE3,"ribonuclease, RNase A family, 3",6037.0,14,10,3702,0.002701242571582928,True,False
1052162,CUST_15856_PI416261804,6005,RNASE3,"ribonuclease, RNase A family, 3",6037.0,14,25,3702,0.00675310642895732,True,False
1052161,A_23_P205531,6006,RNASE4,"ribonuclease, RNase A family, 4",6038.0,14,390,3702,0.1053484602917342,True,False
1052160,CUST_4697_PI416261804,6007,RNASE6,"ribonuclease, RNase A family, k6",6039.0,14,225,3702,0.060777957860615885,True,False
1052159,A_23_P3014,6007,RNASE6,"ribonuclease, RNase A family, k6",6039.0,14,2273,3702,0.6139924365207996,True,True
1052158,CUST_15906_PI416261804,6009,RNASEL,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)",6041.0,1,3597,3702,0.9716369529983793,True,True
1052157,A_23_P390172,6009,RNASEL,"ribonuclease L (2',5'-oligoisoadenylate synthetase-dependent)",6041.0,1,3397,3702,0.9176121015667207,True,True
1052156,A_32_P122253,6013,RNF2,ring finger protein 2,6045.0,1,202,3702,0.05456509994597515,True,False
1052155,A_23_P85543,6013,RNF2,ring finger protein 2,6045.0,1,3101,3702,0.837655321447866,True,True
1052154,A_24_P199500,6013,RNF2,ring finger protein 2,6045.0,1,3589,3702,0.9694759589411129,True,True
1052153,A_23_P320200,6016,RNF5,"ring finger protein 5, E3 ubiquitin protein ligase",6048.0,6,3614,3702,0.9762290653700703,True,True
1052152,A_23_P8095,6016,RNF5,"ring finger protein 5, E3 ubiquitin protein ligase",6048.0,6,3696,3702,0.9983792544570502,True,True
1052151,A_32_P164225,6016,RNF5,"ring finger protein 5, E3 ubiquitin protein ligase",6048.0,6,490,3702,0.1323608860075635,True,False
1052150,A_32_P185149,6016,RNF5,"ring finger protein 5, E3 ubiquitin protein ligase",6048.0,6,3699,3702,0.9991896272285251,True,True
1052149,A_24_P144881,6017,RNF6,ring finger protein (C3H2C3 type) 6,6049.0,13,3351,3702,0.9051863857374393,True,True
1052148,A_23_P162734,6017,RNF6,ring finger protein (C3H2C3 type) 6,6049.0,13,3684,3702,0.9951377633711507,True,True
1052147,A_24_P68649,6019,RNPEP,arginyl aminopeptidase (aminopeptidase B),6051.0,1,728,3702,0.19665045921123717,True,False
1052146,A_23_P97770,6019,RNPEP,arginyl aminopeptidase (aminopeptidase B),6051.0,1,3345,3702,0.9035656401944895,True,True
1052145,A_32_P108474,6027,ABCE1,"ATP-binding cassette, sub-family E (OABP), member 1",6059.0,4,3376,3702,0.9119394921663966,True,True
1052144,CUST_2559_PI416261804,6027,ABCE1,"ATP-binding cassette, sub-family E (OABP), member 1",6059.0,4,3635,3702,0.9819016747703944,True,True
1052143,CUST_11585_PI416261804,6062,ROM1,retinal outer segment membrane protein 1,6094.0,11,3608,3702,0.9746083198271205,True,True
1052142,A_23_P105002,6062,ROM1,retinal outer segment membrane protein 1,6094.0,11,3702,3702,1.0,True,True
1052141,A_23_P372910,6065,RORC,RAR-related orphan receptor C,6097.0,1,3406,3702,0.9200432198811453,True,True
1052140,A_23_P324107,6065,RORC,RAR-related orphan receptor C,6097.0,1,149,3702,0.04024851431658563,True,False
1052139,CUST_13426_PI416261804,6066,ROS1,"c-ros oncogene 1 , receptor tyrosine kinase",6098.0,6,46,3702,0.01242571582928147,True,False
1052138,A_23_P70278,6066,ROS1,"c-ros oncogene 1 , receptor tyrosine kinase",6098.0,6,433,3702,0.11696380334954079,True,False
1052137,A_24_P257759,6068,RP9,retinitis pigmentosa 9 (autosomal dominant),6100.0,7,3687,3702,0.9959481361426256,True,True
1052136,A_23_P255215,6068,RP9,retinitis pigmentosa 9 (autosomal dominant),6100.0,7,3601,3702,0.9727174500270124,True,True
1052135,CUST_11568_PI416261804,6069,RP1,retinitis pigmentosa 1 (autosomal dominant),6101.0,8,18,3702,0.004862236628849271,True,False
1052134,A_23_P71368,6069,RP1,retinitis pigmentosa 1 (autosomal dominant),6101.0,8,23,3702,0.006212857914640735,True,False
1052133,A_24_P134568,6070,RP2,retinitis pigmentosa 2 (X-linked recessive),6102.0,X,1152,3702,0.31118314424635335,True,False
1052132,A_23_P22433,6070,RP2,retinitis pigmentosa 2 (X-linked recessive),6102.0,X,3614,3702,0.9762290653700703,True,True
1052557,A_23_P761,5660,PSMB4,"proteasome (prosome, macropain) subunit, beta type, 4",5692.0,1,3700,3702,0.9994597514856834,True,True
1052556,CUST_7782_PI416261804,5662,PSMB6,"proteasome (prosome, macropain) subunit, beta type, 6",5694.0,17,3698,3702,0.9989195029713668,True,True
1052555,A_23_P15705,5662,PSMB6,"proteasome (prosome, macropain) subunit, beta type, 6",5694.0,17,3700,3702,0.9994597514856834,True,True
1052553,A_23_P9362,5663,PSMB7,"proteasome (prosome, macropain) subunit, beta type, 7",5695.0,9,3702,3702,1.0,True,True
1052552,CUST_11658_PI416261804,5665,PYY,peptide YY,5697.0,17,62,3702,0.016747703943814155,True,False
1052551,A_23_P4112,5665,PYY,peptide YY,5697.0,17,2247,3702,0.606969205834684,True,True
1052550,CUST_13073_PI416261804,5666,PSMB9,"proteasome (prosome, macropain) subunit, beta type, 9 (large multifunctional peptidase 2)",5698.0,6,2847,3702,0.7690437601296597,True,True
1052549,CUST_9084_PI416261804,5667,PSMB10,"proteasome (prosome, macropain) subunit, beta type, 10",5699.0,16,3499,3702,0.9451647757968665,True,True
1052548,A_23_P140807,5667,PSMB10,"proteasome (prosome, macropain) subunit, beta type, 10",5699.0,16,3700,3702,0.9994597514856834,True,True
1052547,CUST_2620_PI416261804,5668,PSMC1,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",5700.0,14,3695,3702,0.998109130199892,True,True
1052546,A_32_P9700,5668,PSMC1,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",5700.0,14,3699,3702,0.9991896272285251,True,True
1052545,A_24_P347488,5668,PSMC1,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",5700.0,14,3700,3702,0.9994597514856834,True,True
1052544,A_32_P57870,5668,PSMC1,"proteasome (prosome, macropain) 26S subunit, ATPase, 1",5700.0,14,3700,3702,0.9994597514856834,True,True
1052543,CUST_2041_PI416261804,5669,PSMC2,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",5701.0,7,3702,3702,1.0,True,True
1052542,A_23_P304287,5669,PSMC2,"proteasome (prosome, macropain) 26S subunit, ATPase, 2",5701.0,7,3699,3702,0.9991896272285251,True,True
1052541,CUST_13553_PI416261804,5670,PSMC3,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",5702.0,11,3679,3702,0.9937871420853592,True,True
1052540,A_23_P104607,5670,PSMC3,"proteasome (prosome, macropain) 26S subunit, ATPase, 3",5702.0,11,3667,3702,0.9905456509994598,True,True
1052539,CUST_16924_PI416261804,5673,PSMC5,"proteasome (prosome, macropain) 26S subunit, ATPase, 5",5705.0,17,3696,3702,0.9983792544570502,True,True
1052538,A_23_P164035,5673,PSMC5,"proteasome (prosome, macropain) 26S subunit, ATPase, 5",5705.0,17,3700,3702,0.9994597514856834,True,True
1052537,A_24_P792734,5674,PSMC6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",5706.0,14,3694,3702,0.9978390059427337,True,True
1052536,A_23_P128930,5674,PSMC6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",5706.0,14,3670,3702,0.9913560237709347,True,True
1052535,A_32_P7118,5674,PSMC6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",5706.0,14,3697,3702,0.9986493787142086,True,True
1052534,A_24_P381625,5674,PSMC6,"proteasome (prosome, macropain) 26S subunit, ATPase, 6",5706.0,14,3700,3702,0.9994597514856834,True,True
1052533,A_24_P128205,5675,PSMD1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",5707.0,2,3690,3702,0.9967585089141004,True,True
1052532,A_23_P209740,5675,PSMD1,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 1",5707.0,2,3700,3702,0.9994597514856834,True,True
1052531,CUST_5730_PI416261804,5676,PSMD2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",5708.0,3,3446,3702,0.930848190167477,True,True
1052530,A_24_P42681,5676,PSMD2,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 2",5708.0,3,3697,3702,0.9986493787142086,True,True
1052529,A_24_P289726,5677,PSMD3,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",5709.0,17,3675,3702,0.9927066450567261,True,True
1052528,A_23_P26783,5677,PSMD3,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 3",5709.0,17,3701,3702,0.9997298757428417,True,True
1052527,A_23_P12168,5678,PSMD4,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",5710.0,1,3699,3702,0.9991896272285251,True,True
1052526,A_32_P435367,5678,PSMD4,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 4",5710.0,1,3702,3702,1.0,True,True
1052525,A_23_P43434,5679,PSMD5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",5711.0,9,2975,3702,0.8036196650459211,True,True
1052524,A_24_P363802,5679,PSMD5,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 5",5711.0,9,3689,3702,0.9964883846569422,True,True
1052523,CUST_5642_PI416261804,5681,PSMD7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",5713.0,16,3679,3702,0.9937871420853592,True,True
1052522,A_23_P106741,5681,PSMD7,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 7",5713.0,16,3701,3702,0.9997298757428417,True,True
1052521,CUST_13020_PI416261804,5682,PSMD8,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",5714.0,19,3702,3702,1.0,True,True
1052520,A_23_P67466,5682,PSMD8,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 8",5714.0,19,3702,3702,1.0,True,True
1052519,A_23_P203994,5683,PSMD9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",5715.0,12,3699,3702,0.9991896272285251,True,True
1052518,A_24_P116017,5683,PSMD9,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 9",5715.0,12,871,3702,0.23527822798487305,True,False
1052517,CUST_14274_PI416261804,5684,PSMD10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",5716.0,X,3675,3702,0.9927066450567261,True,True
1052516,CUST_14352_PI416261804,5684,PSMD10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",5716.0,X,3695,3702,0.998109130199892,True,True
1052515,A_23_P258570,5684,PSMD10,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 10",5716.0,X,3614,3702,0.9762290653700703,True,True
1052514,CUST_5643_PI416261804,5685,PSMD11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",5717.0,17,3685,3702,0.995407887628309,True,True
1052513,A_23_P207600,5685,PSMD11,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 11",5717.0,17,3699,3702,0.9991896272285251,True,True
1052512,A_32_P12639,5686,PSMD12,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",5718.0,17,3697,3702,0.9986493787142086,True,True
1052511,A_23_P77876,5686,PSMD12,"proteasome (prosome, macropain) 26S subunit, non-ATPase, 12",5718.0,17,3698,3702,0.9989195029713668,True,True
1052510,CUST_10455_PI416261804,5688,PSME1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",5720.0,14,3674,3702,0.9924365207995678,True,True
1052509,A_23_P151614,5688,PSME1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",5720.0,14,3537,3702,0.9554294975688817,True,True
1052508,A_23_P151610,5688,PSME1,"proteasome (prosome, macropain) activator subunit 1 (PA28 alpha)",5720.0,14,3698,3702,0.9989195029713668,True,True
1052507,A_32_P15169,5689,PSME2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5721.0,14,3700,3702,0.9994597514856834,True,True
1052506,A_23_P65427,5689,PSME2,"proteasome (prosome, macropain) activator subunit 2 (PA28 beta)",5721.0,14,3700,3702,0.9994597514856834,True,True
1052505,CUST_3304_PI416261804,5691,PSPH,phosphoserine phosphatase,5723.0,7,3690,3702,0.9967585089141004,True,True
1052504,A_23_P251987,5691,PSPH,phosphoserine phosphatase,5723.0,7,3701,3702,0.9997298757428417,True,True
1052503,A_32_P78816,5691,PSPH,phosphoserine phosphatase,5723.0,7,3700,3702,0.9994597514856834,True,True
1052502,A_23_P251984,5691,PSPH,phosphoserine phosphatase,5723.0,7,3700,3702,0.9994597514856834,True,True
1052501,A_24_P102821,5692,PTAFR,platelet-activating factor receptor,5724.0,1,1643,3702,0.4438141545110751,True,False
1052500,A_23_P51926,5692,PTAFR,platelet-activating factor receptor,5724.0,1,3218,3702,0.8692598595353863,True,True
1052499,CUST_10704_PI416261804,5694,TAS2R38,"taste receptor, type 2, member 38",5726.0,7,22,3702,0.005942733657482442,True,False
1052498,A_23_P359746,5694,TAS2R38,"taste receptor, type 2, member 38",5726.0,7,14,3702,0.0037817396002160996,True,False
1052497,A_23_P3083,5697,PTGDR,prostaglandin D2 receptor (DP),5729.0,14,1009,3702,0.27255537547271746,True,False
1052496,A_23_P393777,5697,PTGDR,prostaglandin D2 receptor (DP),5729.0,14,680,3702,0.1836844948676391,True,False
1052495,CUST_16789_PI416261804,5698,PTGDS,prostaglandin D2 synthase 21kDa (brain),5730.0,9,3700,3702,0.9994597514856834,True,True
1052494,A_23_P146554,5698,PTGDS,prostaglandin D2 synthase 21kDa (brain),5730.0,9,3700,3702,0.9994597514856834,True,True
1052493,CUST_15040_PI416261804,5699,PTGER1,"prostaglandin E receptor 1 (subtype EP1), 42kDa",5731.0,19,2643,3702,0.7139384116693679,True,True
1052492,A_23_P4808,5699,PTGER1,"prostaglandin E receptor 1 (subtype EP1), 42kDa",5731.0,19,459,3702,0.1239870340356564,True,False
1052491,CUST_16476_PI416261804,5700,PTGER2,"prostaglandin E receptor 2 (subtype EP2), 53kDa",5732.0,14,3447,3702,0.9311183144246353,True,True
1052490,A_23_P151710,5700,PTGER2,"prostaglandin E receptor 2 (subtype EP2), 53kDa",5732.0,14,27,3702,0.007293354943273906,True,False
1052489,A_23_P435394,5702,PTGER4,prostaglandin E receptor 4 (subtype EP4),5734.0,5,35,3702,0.00945434900054025,True,False
1052131,CUST_1108_PI416573500,6071,RPGR,retinitis pigmentosa GTPase regulator,6103.0,X,3686,3702,0.9956780118854673,True,True
1052130,CUST_12534_PI416261804,6071,RPGR,retinitis pigmentosa GTPase regulator,6103.0,X,3560,3702,0.9616423554835224,True,True
1052129,A_23_P136964,6071,RPGR,retinitis pigmentosa GTPase regulator,6103.0,X,3619,3702,0.9775796866558617,True,True
1052128,CUST_16387_PI416261804,6085,RPA1,"replication protein A1, 70kDa",6117.0,17,3173,3702,0.8571042679632631,True,True
1052127,A_23_P107073,6085,RPA1,"replication protein A1, 70kDa",6117.0,17,3699,3702,0.9991896272285251,True,True
1052126,CUST_13435_PI416261804,6086,RPA2,"replication protein A2, 32kDa",6118.0,1,3299,3702,0.891139924365208,True,True
1052125,A_23_P86133,6086,RPA2,"replication protein A2, 32kDa",6118.0,1,3694,3702,0.9978390059427337,True,True
1052124,CUST_12747_PI416261804,6087,RPA3,"replication protein A3, 14kDa",6119.0,7,3695,3702,0.998109130199892,True,True
1052123,A_23_P256455,6087,RPA3,"replication protein A3, 14kDa",6119.0,7,3683,3702,0.9948676391139925,True,True
1052122,A_23_P165301,6088,RPE,ribulose-5-phosphate-3-epimerase,6120.0,2,3699,3702,0.9991896272285251,True,True
1052121,CUST_16137_PI416261804,6089,RPE65,retinal pigment epithelium-specific protein 65kDa,6121.0,1,1075,3702,0.29038357644516477,True,False
1052120,A_23_P34473,6089,RPE65,retinal pigment epithelium-specific protein 65kDa,6121.0,1,189,3702,0.051053484602917344,True,False
1052119,A_32_P176344,6090,RPL3,ribosomal protein L3,6122.0,22,3338,3702,0.9016747703943814,True,True
1052118,A_23_P68942,6090,RPL3,ribosomal protein L3,6122.0,22,3702,3702,1.0,True,True
1052117,CUST_5544_PI416261804,6091,RPL3L,ribosomal protein L3-like,6123.0,16,13,3702,0.0035116153430578066,True,False
1052116,A_23_P118095,6091,RPL3L,ribosomal protein L3-like,6123.0,16,1661,3702,0.44867639113992436,True,False
1052103,A_32_P155364,6097,RPL7,ribosomal protein L7,6129.0,8,3701,3702,0.9997298757428417,True,True
1052098,A_23_P135084,6098,RPL7A,ribosomal protein L7a,6130.0,9,3701,3702,0.9997298757428417,True,True
1052093,A_23_P31654,6100,RPL8,ribosomal protein L8,6132.0,8,3700,3702,0.9994597514856834,True,True
1052092,A_24_P232856,6101,RPL9,ribosomal protein L9,6133.0,4,3702,3702,1.0,True,True
1052091,A_32_P28634,6101,RPL9,ribosomal protein L9,6133.0,4,3691,3702,0.9970286331712588,True,True
1052090,A_32_P213306,6101,RPL9,ribosomal protein L9,6133.0,4,3682,3702,0.9945975148568341,True,True
1052089,A_23_P7066,6101,RPL9,ribosomal protein L9,6133.0,4,3700,3702,0.9994597514856834,True,True
1052088,A_24_P126890,6101,RPL9,ribosomal protein L9,6133.0,4,3699,3702,0.9991896272285251,True,True
1052087,A_32_P161166,6102,RPL10,ribosomal protein L10,6134.0,X,3678,3702,0.993517017828201,True,True
1052086,A_24_P754803,6102,RPL10,ribosomal protein L10,6134.0,X,3700,3702,0.9994597514856834,True,True
1052085,A_23_P217666,6102,RPL10,ribosomal protein L10,6134.0,X,3700,3702,0.9994597514856834,True,True
1052084,CUST_14949_PI416261804,6103,RPL11,ribosomal protein L11,6135.0,1,3700,3702,0.9994597514856834,True,True
1052083,A_23_P62605,6103,RPL11,ribosomal protein L11,6135.0,1,3701,3702,0.9997298757428417,True,True
1052082,A_24_P375237,6104,RPL12,ribosomal protein L12,6136.0,9,3700,3702,0.9994597514856834,True,True
1052081,A_23_P217068,6104,RPL12,ribosomal protein L12,6136.0,9,3702,3702,1.0,True,True
1052080,A_32_P93868,6105,RPL13,ribosomal protein L13,6137.0,16,3700,3702,0.9994597514856834,True,True
1052079,A_24_P142228,6105,RPL13,ribosomal protein L13,6137.0,16,3700,3702,0.9994597514856834,True,True
1052078,A_24_P142223,6105,RPL13,ribosomal protein L13,6137.0,16,3700,3702,0.9994597514856834,True,True
1052077,A_23_P501849,6105,RPL13,ribosomal protein L13,6137.0,16,3702,3702,1.0,True,True
1052076,A_24_P257359,6106,RPL15,ribosomal protein L15,6138.0,3,3700,3702,0.9994597514856834,True,True
1052075,CUST_4362_PI416261804,6106,RPL15,ribosomal protein L15,6138.0,3,3702,3702,1.0,True,True
1052074,CUST_3781_PI416261804,6106,RPL15,ribosomal protein L15,6138.0,3,3700,3702,0.9994597514856834,True,True
1052073,A_23_P253200,6106,RPL15,ribosomal protein L15,6138.0,3,3701,3702,0.9997298757428417,True,True
