probe_id,probe_name,gene_id,gene_symbol,gene_name,entrez_id,chromosome,total_detected_samples,total_samples,overall_detection_rate,valid_gene_symbol,reliable_probe
1058685,A_23_P20713,729,C8G,"complement component 8, gamma polypeptide",733.0,9,1818,3702,0.49108589951377635,True,False
1058684,CUST_15185_PI416261804,731,C9,complement component 9,735.0,5,10,3702,0.002701242571582928,True,False
1058683,A_32_P203917,731,C9,complement component 9,735.0,5,11,3702,0.002971366828741221,True,False
1058682,A_23_P138819,736,MRPL49,mitochondrial ribosomal protein L49,740.0,11,3076,3702,0.8309022150189087,True,True
1058681,A_24_P232500,736,MRPL49,mitochondrial ribosomal protein L49,740.0,11,3696,3702,0.9983792544570502,True,True
1058680,A_24_P201491,736,MRPL49,mitochondrial ribosomal protein L49,740.0,11,3697,3702,0.9986493787142086,True,True
1058679,CUST_1334_PI416261804,737,ZNHIT2,"zinc finger, HIT-type containing 2",741.0,11,3700,3702,0.9994597514856834,True,True
1058678,A_23_P329286,737,ZNHIT2,"zinc finger, HIT-type containing 2",741.0,11,3382,3702,0.9135602377093462,True,True
1058677,A_23_P52888,740,MPPED2,metallophosphoesterase domain containing 2,744.0,11,3686,3702,0.9956780118854673,True,True
1058676,CUST_6483_PI416261804,741,C11orf9,chromosome 11 open reading frame 9,745.0,11,1535,3702,0.41464073473797947,True,False
1058675,A_23_P75790,741,C11orf9,chromosome 11 open reading frame 9,745.0,11,3700,3702,0.9994597514856834,True,True
1058674,CUST_5997_PI416261804,742,C11orf10,chromosome 11 open reading frame 10,746.0,11,3700,3702,0.9994597514856834,True,True
1058673,A_23_P47527,742,C11orf10,chromosome 11 open reading frame 10,746.0,11,3700,3702,0.9994597514856834,True,True
1058672,CUST_7076_PI416261804,743,DAGLA,"diacylglycerol lipase, alpha",747.0,11,960,3702,0.2593192868719611,True,False
1058671,A_24_P115967,743,DAGLA,"diacylglycerol lipase, alpha",747.0,11,3059,3702,0.8263101026472177,True,True
1058670,CUST_5613_PI416261804,746,C16orf3,chromosome 16 open reading frame 3,750.0,16,13,3702,0.0035116153430578066,True,False
1058669,A_23_P344515,746,C16orf3,chromosome 16 open reading frame 3,750.0,16,3702,3702,1.0,True,True
1058668,CUST_1069_PI416261804,748,FMNL1,formin-like 1,752.0,17,3071,3702,0.8295515937331173,True,True
1058667,A_24_P390668,748,FMNL1,formin-like 1,752.0,17,2952,3702,0.7974068071312804,True,True
1058666,A_24_P391260,750,PTTG1IP,pituitary tumor-transforming 1 interacting protein,754.0,21,3702,3702,1.0,True,True
1058665,A_23_P109345,750,PTTG1IP,pituitary tumor-transforming 1 interacting protein,754.0,21,3700,3702,0.9994597514856834,True,True
1058664,CUST_6217_PI416261804,751,C21orf2,chromosome 21 open reading frame 2,755.0,21,3151,3702,0.8511615343057807,True,True
1058663,A_23_P211167,751,C21orf2,chromosome 21 open reading frame 2,755.0,21,3117,3702,0.8419773095623987,True,True
1058662,A_23_P57304,753,TMEM50B,transmembrane protein 50B,757.0,21,3590,3702,0.9697460831982712,True,True
1058661,A_24_P305623,753,TMEM50B,transmembrane protein 50B,757.0,21,3699,3702,0.9991896272285251,True,True
1058660,A_23_P156708,755,CA1,carbonic anhydrase I,759.0,8,3700,3702,0.9994597514856834,True,True
1058659,A_24_P23995,755,CA1,carbonic anhydrase I,759.0,8,3698,3702,0.9989195029713668,True,True
1058658,CUST_8275_PI416261804,755,CA1,carbonic anhydrase I,759.0,8,3551,3702,0.9592112371690977,True,True
1058657,CUST_16131_PI416261804,756,CA2,carbonic anhydrase II,760.0,8,3589,3702,0.9694759589411129,True,True
1058656,A_23_P8913,756,CA2,carbonic anhydrase II,760.0,8,3700,3702,0.9994597514856834,True,True
1058655,CUST_8906_PI416261804,757,CA3,"carbonic anhydrase III, muscle specific",761.0,8,33,3702,0.008914100486223663,True,False
1058654,A_23_P20316,757,CA3,"carbonic anhydrase III, muscle specific",761.0,8,232,3702,0.06266882766072393,True,False
1058653,CUST_348_PI417507815,758,CA4,carbonic anhydrase IV,762.0,17,3516,3702,0.9497568881685575,True,True
1058553,A_23_P117363,862,SERPINA6,"serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 6",866.0,14,3603,3702,0.973257698541329,True,True
1058552,A_23_P339191,863,CBL,"Cbl proto-oncogene, E3 ubiquitin protein ligase",867.0,11,3702,3702,1.0,True,True
1058551,A_23_P53226,863,CBL,"Cbl proto-oncogene, E3 ubiquitin protein ligase",867.0,11,2118,3702,0.5721231766612642,True,True
1058550,A_23_P29830,864,CBLB,"Cbl proto-oncogene, E3 ubiquitin protein ligase B",868.0,3,749,3702,0.20232306861156132,True,False
1058549,A_23_P212715,864,CBLB,"Cbl proto-oncogene, E3 ubiquitin protein ligase B",868.0,3,3623,3702,0.9786601836844949,True,True
1058548,CUST_6778_PI416261804,865,CBLN1,cerebellin 1 precursor,869.0,16,968,3702,0.2614802809292274,True,False
1058547,A_24_P313431,865,CBLN1,cerebellin 1 precursor,869.0,16,2606,3702,0.7039438141545111,True,True
1058546,A_23_P76006,867,SERPINH1,"serpin peptidase inhibitor, clade H (heat shock protein 47), member 1, (collagen binding protein 1)",871.0,11,3621,3702,0.9781199351701783,True,True
1058544,CUST_11292_PI416261804,869,CBR1,carbonyl reductase 1,873.0,21,3666,3702,0.9902755267423015,True,True
1058543,A_23_P29046,869,CBR1,carbonyl reductase 1,873.0,21,3688,3702,0.9962182603997839,True,True
1058542,A_24_P934477,870,CBR3,carbonyl reductase 3,874.0,21,2736,3702,0.7390599675850892,True,True
1058541,A_23_P40453,870,CBR3,carbonyl reductase 3,874.0,21,3214,3702,0.8681793625067531,True,True
1058540,A_24_P48856,871,CBS,cystathionine-beta-synthase,875.0,21,3385,3702,0.9143706104808211,True,True
1058539,A_23_P166306,871,CBS,cystathionine-beta-synthase,875.0,21,3702,3702,1.0,True,True
1058538,CUST_4674_PI416261804,877,CCIN,calicin,881.0,9,7,3702,0.0018908698001080498,True,False
1058537,A_23_P60227,877,CCIN,calicin,881.0,9,3449,3702,0.9316585629389519,True,True
1058536,A_23_P315206,879,CCBL1,"cysteine conjugate-beta lyase, cytoplasmic",883.0,9,3522,3702,0.9513776337115073,True,True
1058535,CUST_12690_PI416261804,879,CCBL1,"cysteine conjugate-beta lyase, cytoplasmic",883.0,9,2626,3702,0.7093462992976769,True,True
1058534,CUST_147_PI416408490,880,CCK,cholecystokinin,885.0,3,3524,3702,0.9519178822258239,True,True
1058533,A_23_P425681,880,CCK,cholecystokinin,885.0,3,3432,3702,0.9270664505672609,True,True
1058532,CUST_15594_PI416261804,882,CCKBR,cholecystokinin B receptor,887.0,11,1465,3702,0.395732036736899,True,False
1058531,CUST_149_PI416408490,882,CCKBR,cholecystokinin B receptor,887.0,11,2124,3702,0.5737439222042139,True,True
1058530,A_23_P162010,882,CCKBR,cholecystokinin B receptor,887.0,11,2911,3702,0.7863317125877903,True,True
1058529,CUST_12111_PI416261804,885,CCNA2,cyclin A2,890.0,4,538,3702,0.14532685035116152,True,False
1058528,A_23_P58321,885,CCNA2,cyclin A2,890.0,4,1666,3702,0.45002701242571586,True,False
1058527,CUST_16017_PI416261804,886,CCNB1,cyclin B1,891.0,5,3641,3702,0.9835224203133441,True,True
1058526,A_23_P122197,886,CCNB1,cyclin B1,891.0,5,3547,3702,0.9581307401404646,True,True
1058525,A_24_P270235,889,CCND2,cyclin D2,894.0,12,3631,3702,0.9808211777417613,True,True
1058524,A_23_P139881,889,CCND2,cyclin D2,894.0,12,3643,3702,0.9840626688276607,True,True
1058523,A_24_P278747,889,CCND2,cyclin D2,894.0,12,3646,3702,0.9848730415991356,True,True
1058522,A_23_P214464,891,CCND3,cyclin D3,896.0,6,3536,3702,0.9551593733117234,True,True
1058521,CUST_14613_PI416261804,893,CCNE1,cyclin E1,898.0,19,2611,3702,0.7052944354403026,True,True
1058520,A_23_P209200,893,CCNE1,cyclin E1,898.0,19,3701,3702,0.9997298757428417,True,True
1058519,A_23_P37954,894,CCNF,cyclin F,899.0,16,2779,3702,0.7506753106428957,True,True
1058518,A_24_P193592,894,CCNF,cyclin F,899.0,16,345,3702,0.09319286871961102,True,False
1058517,A_24_P12065,896,CCNG2,cyclin G2,901.0,4,2240,3702,0.605078336034576,True,True
1058516,A_24_P80532,896,CCNG2,cyclin G2,901.0,4,3474,3702,0.9384116693679092,True,True
1058515,A_23_P110122,896,CCNG2,cyclin G2,901.0,4,3558,3702,0.9611021069692058,True,True
1058514,CUST_13558_PI416261804,897,CCNH,cyclin H,902.0,5,3700,3702,0.9994597514856834,True,True
1058513,A_23_P30338,897,CCNH,cyclin H,902.0,5,3693,3702,0.9975688816855753,True,True
1058512,CUST_1055_PI416573500,899,CCNT1,cyclin T1,904.0,12,3482,3702,0.9405726634251755,True,True
1058511,A_23_P87575,899,CCNT1,cyclin T1,904.0,12,3522,3702,0.9513776337115073,True,True
1058510,CUST_1089_PI416379584,899,CCNT1,cyclin T1,904.0,12,3699,3702,0.9991896272285251,True,True
1058509,A_23_P402670,904,CD1A,CD1a molecule,909.0,1,6,3702,0.0016207455429497568,True,False
1058508,A_23_P63167,904,CD1A,CD1a molecule,909.0,1,56,3702,0.015126958400864398,True,False
1058507,CUST_9021_PI416261804,905,CD1B,CD1b molecule,910.0,1,1636,3702,0.44192328471096703,True,False
1058506,A_23_P351844,905,CD1B,CD1b molecule,910.0,1,52,3702,0.014046461372231226,True,False
1058505,CUST_6790_PI416261804,906,CD1C,CD1c molecule,911.0,1,21,3702,0.005672609400324149,True,False
1058504,A_23_P51767,906,CD1C,CD1c molecule,911.0,1,36,3702,0.009724473257698542,True,False
1058503,A_24_P11208,907,CD1D,CD1d molecule,912.0,1,7,3702,0.0018908698001080498,True,False
1058502,A_23_P74575,907,CD1D,CD1d molecule,912.0,1,27,3702,0.007293354943273906,True,False
1058501,A_23_P201160,908,CD1E,CD1e molecule,913.0,1,16,3702,0.004321988114532685,True,False
1058500,A_23_P310410,908,CD1E,CD1e molecule,913.0,1,17,3702,0.004592112371690978,True,False
1058499,CUST_16055_PI416261804,909,CD2,CD2 molecule,914.0,1,178,3702,0.04808211777417612,True,False
1058498,A_23_P161076,909,CD2,CD2 molecule,914.0,1,2334,3702,0.6304700162074555,True,True
1058497,A_23_P138985,910,CD3D,"CD3d molecule, delta (CD3-TCR complex)",915.0,11,45,3702,0.012155591572123177,True,False
1058496,A_24_P86968,911,CD3E,"CD3e molecule, epsilon (CD3-TCR complex)",916.0,11,2896,3702,0.782279848730416,True,True
1058495,A_23_P416747,911,CD3E,"CD3e molecule, epsilon (CD3-TCR complex)",916.0,11,770,3702,0.20799567801188545,True,False
1058494,CUST_16206_PI416261804,912,CD3G,"CD3g molecule, gamma (CD3-TCR complex)",917.0,11,1279,3702,0.3454889249054565,True,False
1058493,A_23_P98410,912,CD3G,"CD3g molecule, gamma (CD3-TCR complex)",917.0,11,1097,3702,0.2963263101026472,True,False
1058492,CUST_12222_PI416261804,914,CD247,CD247 molecule,919.0,1,49,3702,0.013236088600756347,True,False
1058491,A_23_P34676,914,CD247,CD247 molecule,919.0,1,2053,3702,0.5545650999459751,True,True
1058490,CUST_16941_PI416261804,915,CD4,CD4 molecule,920.0,12,1586,3702,0.4284170718530524,True,False
1058489,A_24_P295999,915,CD4,CD4 molecule,920.0,12,3702,3702,1.0,True,True
1058488,CUST_1067_PI416573500,916,CD5,CD5 molecule,921.0,11,63,3702,0.017017828200972446,True,False
1058487,CUST_1101_PI416379584,916,CD5,CD5 molecule,921.0,11,649,3702,0.17531064289573203,True,False
1058486,CUST_15243_PI416261804,917,CD5L,CD5 molecule-like,922.0,1,14,3702,0.0037817396002160996,True,False
1058485,A_23_P126584,917,CD5L,CD5 molecule-like,922.0,1,10,3702,0.002701242571582928,True,False
1058484,A_23_P139162,918,CD6,CD6 molecule,923.0,11,3498,3702,0.9448946515397083,True,True
1058483,A_23_P311875,918,CD6,CD6 molecule,923.0,11,2781,3702,0.7512155591572123,True,True
1058482,CUST_16047_PI416261804,919,CD7,CD7 molecule,924.0,17,3700,3702,0.9994597514856834,True,True
1058481,A_23_P431815,919,CD7,CD7 molecule,924.0,17,2422,3702,0.6542409508373852,True,True
1058480,CUST_12384_PI416261804,920,CD8A,CD8a molecule,925.0,2,48,3702,0.012965964343598054,True,False
1058479,CUST_12389_PI416261804,920,CD8A,CD8a molecule,925.0,2,132,3702,0.03565640194489465,True,False
1058478,CUST_12388_PI416261804,920,CD8A,CD8a molecule,925.0,2,44,3702,0.011885467314964884,True,False
1058477,A_32_P163247,920,CD8A,CD8a molecule,925.0,2,3573,3702,0.9651539708265803,True,True
1058476,CUST_16939_PI416261804,923,CD9,CD9 molecule,928.0,12,3039,3702,0.8209076175040518,True,True
1058475,A_23_P76364,923,CD9,CD9 molecule,928.0,12,3561,3702,0.9619124797406807,True,True
1058474,CUST_9454_PI416261804,925,CD19,CD19 molecule,930.0,16,1837,3702,0.4962182603997839,True,False
1058473,A_23_P113572,925,CD19,CD19 molecule,930.0,16,1976,3702,0.5337655321447866,True,True
1058472,CUST_13243_PI416261804,926,MS4A1,"membrane-spanning 4-domains, subfamily A, member 1",931.0,11,20,3702,0.005402485143165856,True,False
1058471,A_23_P116371,926,MS4A1,"membrane-spanning 4-domains, subfamily A, member 1",931.0,11,33,3702,0.008914100486223663,True,False
1058470,CUST_1481_PI416261804,927,MS4A3,"membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific)",932.0,11,14,3702,0.0037817396002160996,True,False
1058469,CUST_15659_PI416261804,928,CD22,CD22 molecule,933.0,19,197,3702,0.05321447866018368,True,False
1058468,A_23_P209055,928,CD22,CD22 molecule,933.0,19,2118,3702,0.5721231766612642,True,True
1058467,A_23_P85250,929,CD24,CD24 molecule,100133941.0,6,3474,3702,0.9384116693679092,True,True
1058466,A_32_P231250,929,CD24,CD24 molecule,100133941.0,6,1677,3702,0.4529983792544571,True,False
1058465,CUST_16473_PI416261804,934,CD27,CD27 molecule,939.0,12,73,3702,0.019719070772555376,True,False
1058464,A_23_P48088,934,CD27,CD27 molecule,939.0,12,2065,3702,0.5578065910318747,True,True
1058463,CUST_14770_PI416261804,935,CD28,CD28 molecule,940.0,2,1078,3702,0.29119394921663966,True,False
1058462,A_23_P91095,935,CD28,CD28 molecule,940.0,2,13,3702,0.0035116153430578066,True,False
1058461,A_23_P155632,936,CD80,CD80 molecule,941.0,3,9,3702,0.0024311183144246355,True,False
1058460,A_24_P320033,936,CD80,CD80 molecule,941.0,3,47,3702,0.012695840086439762,True,False
1058459,CUST_14729_PI416261804,937,CD86,CD86 molecule,942.0,3,1392,3702,0.3760129659643436,True,False
1058458,A_23_P109988,937,CD86,CD86 molecule,942.0,3,1760,3702,0.47541869259859537,True,False
1058457,A_24_P131589,937,CD86,CD86 molecule,942.0,3,3699,3702,0.9991896272285251,True,True
1058456,CUST_14395_PI416261804,938,TNFRSF8,"tumor necrosis factor receptor superfamily, member 8",943.0,1,88,3702,0.02377093462992977,True,False
1058455,CUST_7436_PI416261804,939,TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8",944.0,9,21,3702,0.005672609400324149,True,False
1058454,A_23_P169257,939,TNFSF8,"tumor necrosis factor (ligand) superfamily, member 8",944.0,9,89,3702,0.02404105888708806,True,False
1058453,CUST_12250_PI416261804,941,SIGLEC6,sialic acid binding Ig-like lectin 6,946.0,19,65,3702,0.01755807671528903,True,False
1058452,A_24_P139028,941,SIGLEC6,sialic acid binding Ig-like lectin 6,946.0,19,1285,3702,0.3471096704484063,True,False
1058451,A_23_P4592,941,SIGLEC6,sialic acid binding Ig-like lectin 6,946.0,19,3129,3702,0.8452188006482982,True,True
1058450,A_23_P369201,944,SCARB1,"scavenger receptor class B, member 1",949.0,12,772,3702,0.20853592652620206,True,False
1058449,A_24_P54879,945,SCARB2,"scavenger receptor class B, member 2",950.0,4,3686,3702,0.9956780118854673,True,True
1058448,A_23_P386514,945,SCARB2,"scavenger receptor class B, member 2",950.0,4,3699,3702,0.9991896272285251,True,True
1058447,CUST_13013_PI416261804,946,CD37,CD37 molecule,951.0,19,309,3702,0.08346839546191248,True,False
1058446,CUST_14657_PI416261804,947,CD38,CD38 molecule,952.0,4,3116,3702,0.8417071853052404,True,True
1058445,A_23_P167328,947,CD38,CD38 molecule,952.0,4,3001,3702,0.8106428957320367,True,True
1058444,CUST_7535_PI416261804,949,ENTPD2,ectonucleoside triphosphate diphosphohydrolase 2,954.0,9,12,3702,0.0032414910858995136,True,False
1058443,A_23_P29697,951,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,956.0,3,2706,3702,0.7309562398703403,True,True
1058442,A_23_P212469,951,ENTPD3,ectonucleoside triphosphate diphosphohydrolase 3,956.0,3,3575,3702,0.9656942193408968,True,True
1058441,CUST_10433_PI416261804,952,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5,957.0,14,3234,3702,0.873581847649919,True,True
1058440,A_23_P117580,952,ENTPD5,ectonucleoside triphosphate diphosphohydrolase 5,957.0,14,3584,3702,0.9681253376553215,True,True
1058439,CUST_15819_PI416261804,953,CD40,"CD40 molecule, TNF receptor superfamily member 5",958.0,20,173,3702,0.046731496488384656,True,False
1058438,CUST_15811_PI416261804,953,CD40,"CD40 molecule, TNF receptor superfamily member 5",958.0,20,1966,3702,0.5310642895732036,True,True
1058437,A_23_P57036,953,CD40,"CD40 molecule, TNF receptor superfamily member 5",958.0,20,901,3702,0.24338195569962182,True,False
1058436,CUST_404_PI417507815,954,CD40LG,CD40 ligand,959.0,X,23,3702,0.006212857914640735,True,False
1058435,A_23_P62220,954,CD40LG,CD40 ligand,959.0,X,50,3702,0.01350621285791464,True,False
1058434,A_32_P175934,957,CD48,CD48 molecule,962.0,1,92,3702,0.02485143165856294,True,False
1058433,A_23_P74145,957,CD48,CD48 molecule,962.0,1,194,3702,0.05240410588870881,True,False
1058432,CUST_1154_PI416261804,958,CD53,CD53 molecule,963.0,1,2679,3702,0.7236628849270664,True,True
1058431,A_23_P74547,958,CD53,CD53 molecule,963.0,1,3226,3702,0.8714208535926526,True,True
1058430,A_23_P87879,964,CD69,CD69 molecule,969.0,12,780,3702,0.2106969205834684,True,False
1058429,CUST_14620_PI416261804,965,CD70,CD70 molecule,970.0,19,1401,3702,0.37844408427876824,True,False
1058428,A_23_P119202,965,CD70,CD70 molecule,970.0,19,709,3702,0.19151809832522962,True,False
1058427,CUST_6785_PI416261804,966,CD72,CD72 molecule,971.0,9,248,3702,0.06699081577525662,True,False
1058426,A_23_P250245,966,CD72,CD72 molecule,971.0,9,15,3702,0.004051863857374392,True,False
1058425,CUST_1255_PI416573500,970,CD81,CD81 molecule,975.0,11,3689,3702,0.9964883846569422,True,True
1058424,A_23_P13425,970,CD81,CD81 molecule,975.0,11,3700,3702,0.9994597514856834,True,True
1058423,CUST_1295_PI416379584,970,CD81,CD81 molecule,975.0,11,3700,3702,0.9994597514856834,True,True
1058422,CUST_13792_PI416261804,973,CDA,cytidine deaminase,978.0,1,164,3702,0.04430037817396002,True,False
1058421,A_23_P34597,973,CDA,cytidine deaminase,978.0,1,3007,3702,0.8122636412749865,True,True
1058420,CUST_9081_PI416261804,982,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing",987.0,4,1285,3702,0.3471096704484063,True,False
1058419,A_24_P360078,982,LRBA,"LPS-responsive vesicle trafficking, beach and anchor containing",987.0,4,3572,3702,0.9648838465694219,True,True
1058418,CUST_14082_PI416261804,983,CDC5L,CDC5 cell division cycle 5-like (S. pombe),988.0,6,3700,3702,0.9994597514856834,True,True
1058417,A_23_P156471,983,CDC5L,CDC5 cell division cycle 5-like (S. pombe),988.0,6,3699,3702,0.9991896272285251,True,True
1058416,A_24_P291973,984,SEPT7,septin 7,989.0,7,3702,3702,1.0,True,True
1058415,A_23_P8482,984,SEPT7,septin 7,989.0,7,3700,3702,0.9994597514856834,True,True
1058414,A_32_P79584,984,SEPT7,septin 7,989.0,7,3700,3702,0.9994597514856834,True,True
1058413,CUST_16400_PI416261804,985,CDC6,cell division cycle 6 homolog (S. cerevisiae),990.0,17,2086,3702,0.5634792004321988,True,True
1058412,A_23_P49972,985,CDC6,cell division cycle 6 homolog (S. cerevisiae),990.0,17,3092,3702,0.8352242031334414,True,True
1058411,CUST_13937_PI416261804,986,CDC20,cell division cycle 20 homolog (S. cerevisiae),991.0,1,84,3702,0.022690437601296597,True,False
1058410,A_23_P149200,986,CDC20,cell division cycle 20 homolog (S. cerevisiae),991.0,1,3135,3702,0.846839546191248,True,True
1058409,CUST_13206_PI416261804,990,CDC25C,cell division cycle 25 homolog C (S. pombe),995.0,5,41,3702,0.011075094543490005,True,False
1058408,A_23_P70249,990,CDC25C,cell division cycle 25 homolog C (S. pombe),995.0,5,68,3702,0.018368449486763912,True,False
1058407,A_24_P177025,992,CDC34,cell division cycle 34 homolog (S. cerevisiae),997.0,19,3689,3702,0.9964883846569422,True,True
1058406,A_23_P164999,992,CDC34,cell division cycle 34 homolog (S. cerevisiae),997.0,19,3694,3702,0.9978390059427337,True,True
1058405,A_32_P125968,994,CDH1,"cadherin 1, type 1, E-cadherin (epithelial)",999.0,16,11,3702,0.002971366828741221,True,False
1058404,A_23_P206359,994,CDH1,"cadherin 1, type 1, E-cadherin (epithelial)",999.0,16,2003,3702,0.5410588870880605,True,True
1058403,CUST_15278_PI416261804,995,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)",1000.0,18,3663,3702,0.9894651539708266,True,True
1058402,A_23_P38732,995,CDH2,"cadherin 2, type 1, N-cadherin (neuronal)",1000.0,18,3700,3702,0.9994597514856834,True,True
1058401,CUST_15619_PI416261804,996,CDH3,"cadherin 3, type 1, P-cadherin (placental)",1001.0,16,2611,3702,0.7052944354403026,True,True
1058400,A_23_P49155,996,CDH3,"cadherin 3, type 1, P-cadherin (placental)",1001.0,16,3109,3702,0.8398163155051324,True,True
1058399,A_23_P17593,997,CDH4,"cadherin 4, type 1, R-cadherin (retinal)",1002.0,20,3510,3702,0.9481361426256077,True,True
1058398,CUST_7378_PI416261804,997,CDH4,"cadherin 4, type 1, R-cadherin (retinal)",1002.0,20,2351,3702,0.6350621285791465,True,True
1058394,A_23_P214011,999,CDH6,"cadherin 6, type 2, K-cadherin (fetal kidney)",1004.0,5,3270,3702,0.8833063209076175,True,True
1058393,CUST_1033_PI416261804,1001,CDH8,"cadherin 8, type 2",1006.0,16,2842,3702,0.7676931388438681,True,True
1058392,A_23_P140797,1001,CDH8,"cadherin 8, type 2",1006.0,16,3112,3702,0.8406266882766072,True,True
1058391,CUST_2352_PI416261804,1002,CDH9,"cadherin 9, type 2 (T1-cadherin)",1007.0,5,2864,3702,0.7736358725013506,True,True
1058390,A_23_P92999,1002,CDH9,"cadherin 9, type 2 (T1-cadherin)",1007.0,5,3045,3702,0.8225283630470016,True,True
1058389,CUST_1039_PI416261804,1003,CDH10,"cadherin 10, type 2 (T2-cadherin)",1008.0,5,2969,3702,0.8019989195029714,True,True
1058388,A_23_P144656,1003,CDH10,"cadherin 10, type 2 (T2-cadherin)",1008.0,5,3686,3702,0.9956780118854673,True,True
1058387,CUST_14984_PI416261804,1004,CDH11,"cadherin 11, type 2, OB-cadherin (osteoblast)",1009.0,16,2945,3702,0.7955159373311723,True,True
1058386,A_23_P152305,1004,CDH11,"cadherin 11, type 2, OB-cadherin (osteoblast)",1009.0,16,3689,3702,0.9964883846569422,True,True
1058385,A_23_P144847,1005,CDH12,"cadherin 12, type 2 (N-cadherin 2)",1010.0,5,2939,3702,0.7938951917882225,True,True
1058384,A_32_P10936,1005,CDH12,"cadherin 12, type 2 (N-cadherin 2)",1010.0,5,3550,3702,0.9589411129119395,True,True
1058383,CUST_150_PI416408490,1007,CDH13,"cadherin 13, H-cadherin (heart)",1012.0,16,2302,3702,0.62182603997839,True,True
1058382,CUST_15176_PI416261804,1007,CDH13,"cadherin 13, H-cadherin (heart)",1012.0,16,3682,3702,0.9945975148568341,True,True
1058381,A_32_P85999,1007,CDH13,"cadherin 13, H-cadherin (heart)",1012.0,16,3664,3702,0.9897352782279849,True,True
1058380,CUST_11380_PI416261804,1008,CDH15,"cadherin 15, type 1, M-cadherin (myotubule)",1013.0,16,646,3702,0.17450027012425715,True,False
1058379,A_32_P25357,1008,CDH15,"cadherin 15, type 1, M-cadherin (myotubule)",1013.0,16,564,3702,0.15235008103727715,True,False
1058378,CUST_5629_PI416261804,1009,CDH16,"cadherin 16, KSP-cadherin",1014.0,16,3606,3702,0.9740680713128039,True,True
1058377,A_23_P100240,1009,CDH16,"cadherin 16, KSP-cadherin",1014.0,16,219,3702,0.05915721231766612,True,False
1058376,CUST_1954_PI416261804,1011,CDH18,"cadherin 18, type 2",1016.0,5,3380,3702,0.9130199891950297,True,True
1058375,A_23_P84118,1011,CDH18,"cadherin 18, type 2",1016.0,5,3697,3702,0.9986493787142086,True,True
1058374,CUST_14733_PI416261804,1012,CDK2,cyclin-dependent kinase 2,1017.0,12,1177,3702,0.3179362506753106,True,False
1058373,A_23_P98898,1012,CDK2,cyclin-dependent kinase 2,1017.0,12,246,3702,0.06645056726094004,True,False
1058372,CUST_10461_PI416261804,1013,CDK3,cyclin-dependent kinase 3,1018.0,17,2117,3702,0.5718530524041059,True,True
1058371,A_23_P89155,1013,CDK3,cyclin-dependent kinase 3,1018.0,17,3700,3702,0.9994597514856834,True,True
1058369,A_23_P24997,1014,CDK4,cyclin-dependent kinase 4,1019.0,12,3692,3702,0.9972987574284171,True,True
1058368,CUST_15042_PI416261804,1015,CDK5,cyclin-dependent kinase 5,1020.0,7,3446,3702,0.930848190167477,True,True
1058367,A_23_P8400,1015,CDK5,cyclin-dependent kinase 5,1020.0,7,3700,3702,0.9994597514856834,True,True
1058366,CUST_8151_PI416261804,1017,CDK7,cyclin-dependent kinase 7,1022.0,5,3652,3702,0.9864937871420854,True,True
1058365,A_23_P133585,1017,CDK7,cyclin-dependent kinase 7,1022.0,5,3699,3702,0.9991896272285251,True,True
1058364,CUST_12054_PI416261804,1018,CDK8,cyclin-dependent kinase 8,1024.0,13,3656,3702,0.9875742841707186,True,True
1058363,A_23_P139958,1018,CDK8,cyclin-dependent kinase 8,1024.0,13,3423,3702,0.9246353322528363,True,True
1058362,A_32_P309929,1019,CDK9,cyclin-dependent kinase 9,1025.0,9,2428,3702,0.655861696380335,True,True
1058361,A_23_P158083,1019,CDK9,cyclin-dependent kinase 9,1025.0,9,3670,3702,0.9913560237709347,True,True
1058360,A_23_P169470,1019,CDK9,cyclin-dependent kinase 9,1025.0,9,3700,3702,0.9994597514856834,True,True
1058359,A_24_P89457,1020,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",1026.0,6,322,3702,0.08698001080497028,True,False
1058358,A_23_P59210,1020,CDKN1A,"cyclin-dependent kinase inhibitor 1A (p21, Cip1)",1026.0,6,3700,3702,0.9994597514856834,True,True
1058357,A_23_P204696,1021,CDKN1B,"cyclin-dependent kinase inhibitor 1B (p27, Kip1)",1027.0,12,3700,3702,0.9994597514856834,True,True
1058356,A_24_P81841,1021,CDKN1B,"cyclin-dependent kinase inhibitor 1B (p27, Kip1)",1027.0,12,3699,3702,0.9991896272285251,True,True
1058355,A_23_P43490,1023,CDKN2A,cyclin-dependent kinase inhibitor 2A,1029.0,9,3700,3702,0.9994597514856834,True,True
1058354,A_23_P43484,1023,CDKN2A,cyclin-dependent kinase inhibitor 2A,1029.0,9,1958,3702,0.5289032955159373,True,True
1058353,CUST_13324_PI416261804,1026,CDKN2D,"cyclin-dependent kinase inhibitor 2D (p19, inhibits CDK4)",1032.0,19,3348,3702,0.9043760129659644,True,True
