gene_symbol,probe_id,probe_name,gene_id,gene_name,entrez_id,chromosome,overall_detection_rate,total_detected_samples,total_samples
AC079341.1,1016188,A_24_P238118,1001516,uncharacterized LOC100192379,100192379.0,4,0.5151269584008644,1907,3702
AC079776.2,1010296,CUST_10662_PI416261804,123242,placenta-specific 9 pseudogene,389033.0,2,1.0,3702,3702
AC079953.2,1035811,A_23_P409093,78854,anoctamin 4,121601.0,12,0.92247433819557,3415,3702
AC084018.1,1022137,A_23_P116743,109578,uncharacterized LOC338799,338799.0,12,0.9994597514856834,3700,3702
AC084125.1,1030881,A_23_P424878,56502,Rho GTPase activating protein 39,80728.0,8,0.9878444084278768,3657,3702
AC084209.1,1014773,CUST_11594_PI416261804,94581,RPL34 antisense RNA 1 (non-protein coding),285456.0,4,0.9881145326850351,3658,3702
AC084851.1,1032639,CUST_3622_PI416261804,93849,tripartite motif containing 49B,283116.0,11,0.9986493787142086,3697,3702
AC087392.3,1017736,A_23_P351535,1001816,"diazepam binding inhibitor-like 5, pseudogene",100131454.0,17,0.8576445164775797,3175,3702
AC087645.1,1010551,CUST_1107_PI416379584,94139,transmembrane protein 235,283999.0,17,0.9775796866558617,3619,3702
AC087742.2,1050499,A_24_P296520,7283,ubiquitin-conjugating enzyme E2G 1,7326.0,17,0.9994597514856834,3700,3702
AC090099.4,1019262,A_32_P177267,151044,mitochondrial carrier triple repeat 1 pseudogene,494141.0,11,0.7258238789843328,2687,3702
AC090360.1,1011938,CUST_8204_PI416261804,133666,heat shock factor binding protein 1-like 1,440498.0,18,1.0,3702,3702
AC091565.3,1021901,A_23_P346048,125085,hect domain and RLD 2 pseudogene 2,400322.0,15,0.9994597514856834,3700,3702
AC091878.1,1014434,A_32_P27657,94650,uncharacterized LOC285696,285696.0,5,0.8662884927066451,3207,3702
AC092070.5,1010769,CUST_4288_PI416261804,153135,"family with sequence similarity 90, member A27, pseudogene",646508.0,19,0.9827120475418692,3638,3702
AC092143.3,1036540,A_23_P206454,60225,CENPB DNA-binding domains containing 1,92806.0,16,0.9986493787142086,3697,3702
AC092324.1,1020431,A_32_P115515,169061,shisa homolog 9 (Xenopus laevis),729993.0,16,0.9994597514856834,3700,3702
AC092329.2,1012072,CUST_4247_PI416261804,1000944,importin 5 pseudogene,100132815.0,19,0.6728795245813074,2491,3702
AC092436.3,1045895,A_23_P426021,22986,sel-1 suppressor of lin-12-like 3 (C. elegans),23231.0,4,0.9592112371690977,3551,3702
AC092490.2,1024342,A_24_P7157,36767,ribosomal modification protein rimK-like family member B,57494.0,12,0.98892490545651,3661,3702
AC093310.1,1043242,A_23_P319005,31097,HMP19 protein,51617.0,5,0.9991896272285251,3699,3702
AC093726.2,1017267,CUST_629_PI417507815,1002948,uncharacterized LOC100132707,100132707.0,7,0.657752566180443,2435,3702
AC093734.11,1017284,A_23_P123086,77520,uncharacterized LOC114796,114796.0,7,0.9656942193408968,3575,3702
AC093838.4,1015807,A_24_P237870,80925,"sphingomyelin phosphodiesterase 4, neutral membrane (neutral sphingomyelinase-3) pseudogene",150776.0,2,0.9994597514856834,3700,3702
AC097067.1,1022428,CUST_1303_PI416379584,158893,LEF1 antisense RNA 1 (non-protein coding),641518.0,4,0.9986493787142086,3697,3702
AC098591.2,1018632,A_24_P698136,110150,acyl-CoA thioesterase 7 pseudogene,344967.0,4,0.9759589411129119,3613,3702
AC099524.1,1024822,A_23_P371239,56561,c-Maf inducing protein,80790.0,16,0.9983792544570502,3696,3702
AC100775.1,1064106,A_23_P345212,94230,biorientation of chromosomes in cell division 1-like 2,284257.0,18,0.9324689357104268,3452,3702
AC100803.1,1031351,CUST_1613_PI416261804,123540,FLJ43860 protein,389690.0,8,0.9927066450567261,3675,3702
AC103965.1,1015960,A_23_P398275,122854,uncharacterized LOC388152,388152.0,15,0.9994597514856834,3700,3702
AC104665.1,1011172,CUST_73_PI416379584,123203,major facilitator superfamily domain containing 2B,388931.0,2,0.9278768233387358,3435,3702
AC105206.1,1017364,A_23_P433229,9652,phytanoyl-CoA 2-hydroxylase interacting protein,9796.0,8,0.9956780118854673,3686,3702
AC106037.2,1051263,A_23_P107644,6592,small nuclear ribonucleoprotein D1 polypeptide 16kDa,6632.0,18,0.9994597514856834,3700,3702
AC106818.2,1014523,CUST_14870_PI416261804,134217,uncharacterized LOC441094,441094.0,5,0.9848730415991356,3646,3702
AC107883.1,1010796,A_24_P109652,55637,NKF3 kinase family member,79834.0,15,0.9994597514856834,3700,3702
AC107983.3,1017637,A_23_P421513,85654,ubiquitin specific peptidase 32 pseudogene 2,220594.0,17,0.965964343598055,3576,3702
AC108134.5,1019182,CUST_4036_PI416261804,83475,"caspase 16, apoptosis-related cysteine peptidase (putative)",197350.0,16,0.9959481361426256,3687,3702
AC109486.1,1070097,A_23_P335277,25608,prostate androgen-regulated transcript 1 (non-protein coding),25859.0,5,0.5086439762290653,1883,3702
AC110619.2,1019596,A_24_P264059,1001974,uncharacterized LOC100130449,100130449.0,2,0.9983792544570502,3696,3702
AC110754.1,1048275,A_23_P329768,9543,growth regulation by estrogen in breast cancer 1,9687.0,2,0.8206374932468936,3038,3702
AC110760.2,1030885,A_23_P212779,25598,prostate androgen-regulated mucin-like protein 1,25849.0,4,0.9989195029713668,3698,3702
AC110814.1,1044691,A_23_P371107,26810,DNA segment on chromosome 4 (unique) 234 expressed sequence,27065.0,4,0.9943273905996759,3681,3702
AC112641.2,1018022,A_23_P305245,125451,chromosome 3 open reading frame 80,401097.0,3,0.6674770394381415,2471,3702
AC113191.1,1037783,CUST_7538_PI416261804,58407,protein kinase-like protein SgK196,84197.0,8,0.9970286331712588,3691,3702
AC114947.2,1033801,A_23_P254863,81697,serine/threonine-protein kinase NIM1,167359.0,5,0.9975688816855753,3693,3702
AC115090.1,1038471,A_24_P57977,56499,SRC kinase signaling inhibitor 1,80725.0,17,0.9994597514856834,3700,3702
AC116165.2,1017498,A_24_P50972,94074,golgin A6 family-like 1,283767.0,15,0.9416531604538088,3486,3702
AC116655.15,1010868,A_24_P272917,170896,ubiquitin carboxyl-terminal hydrolase 17-like,728373.0,4,0.9670448406266883,3580,3702
AC120024.1,1032495,A_24_P361457,94192,endonuclease V,284131.0,17,0.9489465153970826,3513,3702
AC120045.5,1012329,A_24_P204290,166733,"golgin A8 family, member J",653073.0,15,0.9913560237709347,3670,3702
AC120114.2,1017261,A_24_P865226,133534,uncharacterized LOC440356,440356.0,16,0.6912479740680713,2559,3702
AC125232.1,1020493,A_24_P186346,94464,anaphase promoting complex subunit 1 pseudogene,285074.0,2,0.9975688816855753,3693,3702
AC126544.1,1018464,A_24_P305038,80580,chromosome 17 open reading frame 69,147081.0,17,0.9324689357104268,3452,3702
AC128683.1,1014126,CUST_6848_PI416261804,79489,"collagen, type VI, alpha 6",131873.0,3,0.8725013506212858,3230,3702
AC130454.1,1040097,A_23_P349463,40571,calcineurin-like EF hand protein 2,63928.0,16,0.7217720151269584,2672,3702
AC130686.2,1047178,A_24_P407866,10462,leprecan-like 4,10609.0,17,0.9205834683954619,3408,3702
AC131238.1,1042785,CUST_9591_PI416261804,33912,V-set and immunoglobulin domain containing 10,54621.0,12,0.7687736358725014,2846,3702
AC132186.2,1016127,A_32_P153195,80506,"brain expressed, associated with NEDD4, 1",146227.0,16,0.9124797406807131,3378,3702
AC132812.1,1014725,CUST_4109_PI416261804,80565,Rho GTPase activating protein 27 pseudogene,146880.0,17,0.9611021069692058,3558,3702
AC133485.2,1017834,A_24_P792130,1003103,HECT and RLD domain containing E3 ubiquitin protein ligase 2 pseudogene,100289574.0,16,0.9959481361426256,3687,3702
AC134312.1,1015977,CUST_515_PI417507815,125146,uncharacterized LOC400553,400553.0,16,0.7304159913560238,2704,3702
AC135178.1,1013612,A_24_P92640,1001720,uncharacterized LOC100128288,100128288.0,17,0.930848190167477,3446,3702
AC135457.3,1011800,A_32_P53852,83675,spermatogenesis associated 24,202051.0,5,0.6361426256077796,2355,3702
AC135592.2,1015310,A_24_P161581,168534,shisa homolog 7 (Xenopus laevis),729956.0,19,0.9937871420853592,3679,3702
AC135731.1,1015170,CUST_10777_PI416261804,25831,uncharacterized LOC26082,26082.0,15,0.940032414910859,3480,3702
AC135983.8,1021215,A_32_P76853,171810,golgin subfamily A member 8-like protein 2-like,728047.0,15,1.0,3702,3702
AC135995.5,1016737,A_24_P366390,133478,golgin A6 family-like 9,440295.0,15,0.9991896272285251,3699,3702
AC136443.1,1013171,A_32_P215179,159018,nuclear pore complex-interacting protein-like 1-like,642778.0,16,0.9991896272285251,3699,3702
AC136604.1,1019378,A_24_P33461,94643,chromosome 5 open reading frame 60,285679.0,5,0.98892490545651,3661,3702
AC136632.1,1026073,A_23_P58747,22893,NEDD4 binding protein 3,23138.0,5,0.9902755267423015,3666,3702
AC138028.2,1011507,CUST_4031_PI416261804,109612,uncharacterized protein FLJ40448,339059.0,16,0.9964883846569422,3689,3702
AC138472.2,1011445,CUST_4230_PI416261804,80631,"immunoglobulin superfamily, member 23",147710.0,19,0.608860075634792,2254,3702
AC138951.4,1018027,A_32_P190294,171553,"glucuronidase, beta pseudogene 1",728411.0,5,1.0,3702,3702
AC139099.1,1021326,A_23_P256059,123042,ribosomal protein L23a pseudogene,388574.0,17,0.9994597514856834,3700,3702
AC141586.5,1018696,A_23_P305616,166994,potassium channel tetramerisation domain containing 5 pseudogene,652276.0,16,0.5721231766612642,2118,3702
AC145098.2,1042835,A_32_P170368,33831,"family with sequence similarity 193, member B",54540.0,5,0.9994597514856834,3700,3702
AC174470.1,1015957,A_24_P237878,110380,"family with sequence similarity 195, member B",348262.0,17,0.9994597514856834,3700,3702
AC183087.2,1022604,A_23_P10591,133604,aminopeptidase puromycin sensitive pseudogene,440434.0,17,0.9991896272285251,3699,3702
AC217771.1,1033954,CUST_4779_PI416261804,81548,signal peptide peptidase like 2C,162540.0,17,0.7374392220421394,2730,3702
AC217773.2,1016061,A_24_P221327,159020,KANSL1 antisense RNA 1 (non-protein coding),644246.0,17,0.9581307401404646,3547,3702
AC226150.1,1013211,CUST_3755_PI416261804,152804,anomalous homeobox,647589.0,12,0.697460831982712,2582,3702
AC233723.1,1010384,CUST_1109_PI416379584,1000062,chromosome 17 open reading frame 107,100130311.0,17,0.9457050243111832,3501,3702
ACAA1,1016471,A_23_P69339,27,acetyl-CoA acyltransferase 1,30.0,3,1.0,3702,3702
ACAA2,1047392,CUST_10993_PI416261804,10302,acetyl-CoA acyltransferase 2,10449.0,18,0.9927066450567261,3675,3702
ACACA,1067610,A_32_P65157,28,acetyl-CoA carboxylase alpha,31.0,17,0.9548892490545651,3535,3702
ACACB,1059471,CUST_13289_PI416261804,29,acetyl-CoA carboxylase beta,32.0,12,0.9567801188546732,3542,3702
ACAD10,1012489,A_24_P227450,56498,"acyl-CoA dehydrogenase family, member 10",80724.0,12,0.9989195029713668,3698,3702
ACAD11,1037838,A_23_P212497,58340,"acyl-CoA dehydrogenase family, member 11",84129.0,3,0.9592112371690977,3551,3702
ACAD8,1044710,A_24_P4678,26779,"acyl-CoA dehydrogenase family, member 8",27034.0,11,0.9003241491085899,3333,3702
ACAD9,1044381,A_23_P132405,28712,"acyl-CoA dehydrogenase family, member 9",28976.0,3,0.9994597514856834,3700,3702
ACADL,1059469,CUST_10623_PI416261804,30,"acyl-CoA dehydrogenase, long chain",33.0,2,0.5375472717450027,1990,3702
ACADM,1013351,CUST_16057_PI416261804,31,"acyl-CoA dehydrogenase, C-4 to C-12 straight chain",34.0,1,0.9997298757428417,3701,3702
ACADSB,1059466,A_24_P189516,33,"acyl-CoA dehydrogenase, short/branched chain",36.0,10,0.9978390059427337,3694,3702
ACADVL,1059462,A_23_P207650,34,"acyl-CoA dehydrogenase, very long chain",37.0,17,0.9994597514856834,3700,3702
ACAN,1024307,A_23_P307310,173,aggrecan,176.0,15,0.9800108049702864,3628,3702
ACAP1,1048200,A_24_P630640,9600,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 1",9744.0,17,0.9408427876823339,3483,3702
ACAP2,1045600,A_23_P211773,23282,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 2",23527.0,3,0.9994597514856834,3700,3702
ACAP3,1036003,A_24_P281497,78288,"ArfGAP with coiled-coil, ankyrin repeat and PH domains 3",116983.0,1,0.9989195029713668,3698,3702
ACAT1,1059460,A_23_P24515,35,acetyl-CoA acetyltransferase 1,38.0,11,0.9989195029713668,3698,3702
ACAT2,1059459,A_23_P31135,36,acetyl-CoA acetyltransferase 2,39.0,6,0.9994597514856834,3700,3702
ACBD3,1067191,A_23_P200477,41321,acyl-CoA binding domain containing 3,64746.0,1,0.9975688816855753,3693,3702
ACBD4,1019536,A_24_P366122,55580,acyl-CoA binding domain containing 4,79777.0,17,0.9937871420853592,3679,3702
ACBD5,1021289,A_23_P97795,60051,acyl-CoA binding domain containing 5,91452.0,10,0.9997298757428417,3701,3702
ACBD6,1037647,A_23_P52127,58530,acyl-CoA binding domain containing 6,84320.0,1,0.9994597514856834,3700,3702
ACBD7,1022345,CUST_266_PI417507815,128527,acyl-CoA binding domain containing 7,414149.0,10,0.7558076715289033,2798,3702
ACCN1,1059455,A_32_P159612,37,acid-sensing (proton-gated) ion channel 2,40.0,17,0.9945975148568341,3682,3702
ACCN2,1030872,A_23_P204751,38,acid-sensing (proton-gated) ion channel 1,41.0,12,0.9994597514856834,3700,3702
ACCN3,1048746,CUST_8962_PI416261804,9177,acid-sensing (proton-gated) ion channel 3,9311.0,7,0.9929767693138843,3676,3702
ACCN4,1023404,A_24_P405375,34804,acid-sensing (proton-gated) ion channel family member 4,55515.0,2,0.9008643976229065,3335,3702
ACCS,1017291,A_23_P24586,58878,1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional),84680.0,11,0.8665586169638033,3208,3702
ACD,1016711,A_23_P26375,41581,adrenocortical dysplasia homolog (mouse),65057.0,16,0.9970286331712588,3691,3702
ACER2,1028753,CUST_1266_PI416573500,109860,alkaline ceramidase 2,340485.0,9,0.7298757428417072,2702,3702
ACER3,1041973,A_24_P244420,34620,alkaline ceramidase 3,55331.0,11,0.9978390059427337,3694,3702
ACHE,1022702,A_24_P60845,40,acetylcholinesterase,43.0,7,0.9970286331712588,3691,3702
ACIN1,1046122,A_23_P14389,22740,apoptotic chromatin condensation inducer 1,22985.0,14,0.9989195029713668,3698,3702
ACLY,1024468,A_23_P66787,44,ATP citrate lyase,47.0,17,1.0,3702,3702
ACN9,1041014,CUST_6128_PI416261804,36280,ACN9 homolog (S. cerevisiae),57001.0,7,0.9991896272285251,3699,3702
ACO1,1012009,A_23_P9416,45,"aconitase 1, soluble",48.0,9,0.9956780118854673,3686,3702
ACO2,1059453,A_23_P103149,47,"aconitase 2, mitochondrial",50.0,22,0.9994597514856834,3700,3702
ACOT11,1028370,A_23_P417415,25776,acyl-CoA thioesterase 11,26027.0,1,0.9945975148568341,3682,3702
ACOT13,1010510,A_24_P209204,35144,acyl-CoA thioesterase 13,55856.0,6,0.9994597514856834,3700,3702
ACOT2,1046747,A_23_P3111,10807,acyl-CoA thioesterase 2,10965.0,14,0.9994597514856834,3700,3702
ACOT4,1035768,A_23_P14515,78933,acyl-CoA thioesterase 4,122970.0,14,0.9481361426256077,3510,3702
ACOT7,1024734,CUST_7731_PI416261804,11167,acyl-CoA thioesterase 7,11332.0,1,0.9997298757428417,3701,3702
ACOT8,1047929,CUST_832_PI416379584,9861,acyl-CoA thioesterase 8,10005.0,20,0.9994597514856834,3700,3702
ACOT9,1022264,A_23_P125624,23351,acyl-CoA thioesterase 9,23597.0,X,0.9975688816855753,3693,3702
ACOX1,1029686,A_23_P206945,48,"acyl-CoA oxidase 1, palmitoyl",51.0,17,0.9994597514856834,3700,3702
ACOX2,1049864,A_23_P10182,8251,"acyl-CoA oxidase 2, branched chain",8309.0,3,0.9616423554835224,3560,3702
ACOX3,1018151,A_23_P316381,8252,"acyl-CoA oxidase 3, pristanoyl",8310.0,4,0.9643435980551054,3570,3702
ACP1,1059450,A_23_P56798,49,"acid phosphatase 1, soluble",52.0,2,0.9994597514856834,3700,3702
ACP2,1059448,A_23_P138776,50,"acid phosphatase 2, lysosomal",53.0,11,0.8770934629929767,3247,3702
ACP5,1015989,A_23_P142075,51,"acid phosphatase 5, tartrate resistant",54.0,19,0.8408968125337656,3113,3702
ACP6,1043641,A_23_P160240,30687,"acid phosphatase 6, lysophosphatidic",51205.0,1,0.5094543490005402,1886,3702
ACPL2,1022254,A_23_P57760,60176,acid phosphatase-like 2,92370.0,3,0.9773095623987034,3618,3702
ACPP,1012878,CUST_11152_PI416261804,52,"acid phosphatase, prostate",55.0,3,0.9959481361426256,3687,3702
ACR,1010980,A_32_P191262,46,acrosin,49.0,22,0.9146407347379795,3386,3702
ACRBP,1037552,A_23_P151120,58720,acrosin binding protein,84519.0,12,0.8619665045921123,3191,3702
ACRC,1036448,A_23_P171237,60601,acidic repeat containing,93953.0,X,0.9927066450567261,3675,3702
ACSBG1,1045917,A_23_P54488,22960,acyl-CoA synthetase bubblegum family member 1,23205.0,15,0.9986493787142086,3697,3702
ACSF2,1038579,CUST_6548_PI416261804,56022,acyl-CoA synthetase family member 2,80221.0,17,0.884656942193409,3275,3702
ACSF3,1010972,A_32_P218332,83470,acyl-CoA synthetase family member 3,197322.0,16,0.9983792544570502,3696,3702
ACSL1,1057080,A_23_P110212,2165,acyl-CoA synthetase long-chain family member 1,2180.0,4,0.9937871420853592,3679,3702
ACSL3,1026358,A_24_P37319,2166,acyl-CoA synthetase long-chain family member 3,2181.0,2,0.9991896272285251,3699,3702
ACSL4,1057079,CUST_15065_PI416261804,2167,acyl-CoA synthetase long-chain family member 4,2182.0,X,0.9983792544570502,3696,3702
ACSL6,1030121,CUST_16291_PI416261804,23060,acyl-CoA synthetase long-chain family member 6,23305.0,5,0.9997298757428417,3701,3702
ACSM1,1036055,CUST_10962_PI416261804,77760,acyl-CoA synthetase medium-chain family member 1,116285.0,16,0.7714748784440842,2856,3702
ACSM2A,1023579,A_24_P220548,78967,acyl-CoA synthetase medium-chain family member 2A,123876.0,16,0.7768773635872501,2876,3702
ACSM3,1051819,A_24_P934800,6262,acyl-CoA synthetase medium-chain family member 3,6296.0,16,0.7220421393841167,2673,3702
ACSM5,1067737,A_23_P44919,34277,acyl-CoA synthetase medium-chain family member 5,54988.0,16,0.5207995678011885,1928,3702
ACSS1,1037534,A_23_P120594,58733,acyl-CoA synthetase short-chain family member 1,84532.0,20,0.9994597514856834,3700,3702
ACSS2,1041442,A_23_P73992,35189,acyl-CoA synthetase short-chain family member 2,55902.0,20,0.9997298757428417,3701,3702
ACSS3,1039177,CUST_7780_PI416261804,55414,acyl-CoA synthetase short-chain family member 3,79611.0,12,0.9746083198271205,3608,3702
ACTA1,1059444,A_23_P1102,55,"actin, alpha 1, skeletal muscle",58.0,1,0.9321988114532685,3451,3702
ACTA2,1059442,A_23_P150053,56,"actin, alpha 2, smooth muscle, aorta",59.0,10,0.9424635332252836,3489,3702
ACTB,1059437,A_32_P137939,57,"actin, beta",60.0,7,0.9997298757428417,3701,3702
ACTBL2,1024643,A_24_P6903,110184,"actin, beta-like 2",345651.0,5,0.9991896272285251,3699,3702
ACTC1,1059436,A_24_P121535,67,"actin, alpha, cardiac muscle 1",70.0,15,0.9983792544570502,3696,3702
ACTG1,1059433,A_23_P44037,68,"actin, gamma 1",71.0,17,0.9997298757428417,3701,3702
ACTG1P4,1019543,CUST_213_PI417507815,171143,"actin, gamma 1 pseudogene 4",648740.0,1,0.9975688816855753,3693,3702
ACTG2,1059430,A_23_P39955,69,"actin, gamma 2, smooth muscle, enteric",72.0,2,0.8449486763911399,3128,3702
ACTL6A,1025868,A_23_P69249,83,actin-like 6A,86.0,3,0.9940572663425176,3680,3702
ACTL6B,1043412,A_23_P145681,30893,actin-like 6B,51412.0,7,0.9713668287412209,3596,3702
ACTL8,1038323,A_32_P176018,57271,actin-like 8,81569.0,1,0.6191247974068071,2292,3702
ACTN1,1012761,A_24_P107695,84,"actinin, alpha 1",87.0,14,0.9932468935710427,3677,3702
ACTN2,1059426,A_23_P115021,85,"actinin, alpha 2",88.0,1,0.9997298757428417,3701,3702
ACTN4,1059428,A_23_P101655,78,"actinin, alpha 4",81.0,19,0.9886547811993517,3660,3702
ACTR10,1041479,A_23_P151690,35148,actin-related protein 10 homolog (S. cerevisiae),55860.0,14,0.9994597514856834,3700,3702
ACTR1A,1047810,A_24_P261326,9976,"ARP1 actin-related protein 1 homolog A, centractin alpha (yeast)",10121.0,10,0.9994597514856834,3700,3702
ACTR1B,1047813,CUST_6537_PI416261804,9975,"ARP1 actin-related protein 1 homolog B, centractin beta (yeast)",10120.0,2,0.9997298757428417,3701,3702
ACTR2,1047843,A_23_P377376,9952,ARP2 actin-related protein 2 homolog (yeast),10097.0,2,0.9994597514856834,3700,3702
ACTR3,1047845,A_23_P108785,9951,ARP3 actin-related protein 3 homolog (yeast),10096.0,2,0.9994597514856834,3700,3702
ACTR3B,1021781,A_23_P123193,36456,ARP3 actin-related protein 3 homolog B (yeast),57180.0,7,0.9994597514856834,3700,3702
ACTR3BP2,1018847,A_32_P141437,134022,ARP3 actin-related protein 3 homolog B (yeast) pseudogene 2,440888.0,2,0.8989735278227985,3328,3702
ACTR5,1038813,A_23_P165952,55715,ARP5 actin-related protein 5 homolog (yeast),79913.0,20,0.7763371150729336,2874,3702
