gene_symbol,number_of_available_probes,number_of_reliable_probes,best_detection_rate
NPSR1,3,0,0.04376012965964344
NPVF,2,0,0.0753646677471637
NPY6R,2,0,0.10804970286331712
NR0B2,2,0,0.16288492706645058
NR1H4,2,0,0.01350621285791464
NR1I2,2,0,0.02782279848730416
NR1I3,2,0,0.1993517017828201
NR2E3,3,0,0.24527282549972987
NR5A1,2,0,0.04403025391680173
NR5A2,3,0,0.22717450027012426
NR6A1,2,0,0.051323608860075635
NRAP,2,0,0.055915721231766614
NRK,2,0,0.09940572663425176
NRP2,5,0,0.4967585089141005
NRTN,2,0,0.10750945434900054
NSUN7,2,0,0.05807671528903296
NT5C1A,2,0,0.09994597514856834
NT5C1B,2,0,0.0037817396002160996
NTF3,3,0,0.4027552674230146
NTRK1,2,0,0.11750405186385737
NTS,16,0,0.3268503511615343
NUAK2,2,0,0.3876283090221502
NUDT13,2,0,0.4675850891410049
NUDT16P,2,0,0.005132360886007563
NUF2,2,0,0.1202052944354403
NUP210L,3,0,0.012965964343598054
NUP62CL,2,0,0.07995678011885467
NUSAP1,4,0,0.22474338195569962
NXF4,1,0,0.008103727714748784
NXF5,2,0,0.4670448406266883
NXNL1,2,0,0.1350621285791464
OAS2,5,0,0.3055105348460292
OASL,3,0,0.3160453808752026
OBP2A,2,0,0.018638573743922204
OBP2B,1,0,0.3263101026472177
OC90,4,0,0.14829821717990274
OCLM,2,0,0.06672069151809833
ODAM,2,0,0.10237709346299298
ODF1,2,0,0.005672609400324149
ODF3,2,0,0.37304159913560236
ODF4,2,0,0.3133441383036197
OFCC1,2,0,0.01539708265802269
OGN,2,0,0.4705564559697461
OIP5,2,0,0.2628309022150189
OIT3,2,0,0.011615343057806591
OLAH,3,0,0.031874662344678555
OLFML1,2,0,0.14343598055105347
OLIG3,2,0,0.22663425175580768
OMD,2,0,0.21663965424095083
OMP,2,0,0.07374392220421394
ONECUT3,2,0,0.2871420853592653
OOEP,2,0,0.15262020529443543
OPN1SW,2,0,0.12506753106428958
OPN5,4,0,0.008373851971907077
OPRD1,2,0,0.48946515397082657
OPTC,2,0,0.017017828200972446
OR10A3,2,0,0.014856834143706105
OR10A4,2,0,0.4997298757428417
OR10A6,2,0,0.01053484602917342
OR10A7,2,0,0.02971366828741221
OR10AD1,2,0,0.03079416531604538
OR10AG1,2,0,0.008914100486223663
OR10G3,2,0,0.06482982171799027
OR10G4,2,0,0.02593192868719611
OR10G7,2,0,0.009994597514856833
OR10G8,2,0,0.2520259319286872
OR10G9,2,0,0.031874662344678555
OR10H1,2,0,0.07752566180443003
OR10H3,2,0,0.02701242571582928
OR10H4,1,0,0.029173419773095625
OR10J3,2,0,0.015667206915180983
OR10J5,2,0,0.016477579686655863
OR10J8P,2,0,0.004862236628849271
OR10K1,2,0,0.42625607779578606
OR10K2,2,0,0.013776337115072933
OR10P1,2,0,0.4011345218800648
OR10R2,2,0,0.01728795245813074
OR10S1,2,0,0.024581307401404646
OR10T2,2,0,0.024581307401404646
OR10W1,2,0,0.061048082117774176
OR10X1,2,0,0.009994597514856833
OR10Z1,2,0,0.008914100486223663
OR11G2,2,0,0.0037817396002160996
OR11H1,1,0,0.004321988114532685
OR11H4,2,0,0.052133981631550516
OR11H6,2,0,0.020529443544030253
OR11L1,2,0,0.017828200972447326
OR12D2,2,0,0.012965964343598054
OR12D3,2,0,0.0032414910858995136
OR13C2,1,0,0.08995137763371151
OR13C3,2,0,0.004051863857374392
OR13C4,2,0,0.0940032414910859
OR13C5,2,0,0.4173419773095624
OR13C8,2,0,0.28038897893030795
OR13C9,2,0,0.004862236628849271
OR13D1,2,0,0.04267963263101027
OR13F1,2,0,0.005942733657482442
OR13G1,2,0,0.01917882225823879
OR13J1,2,0,0.395732036736899
OR14A16,2,0,0.16045380875202594
OR14C36,2,0,0.4513776337115073
OR14J1,2,0,0.022420313344138302
OR1A1,2,0,0.007293354943273906
OR1A2,2,0,0.08562938951917883
OR1B1,2,0,0.005402485143165856
OR1C1,2,0,0.0032414910858995136
OR1D2,2,0,0.3500810372771475
OR1D4,2,0,0.023500810372771474
OR1E2,1,0,0.0675310642895732
OR1F1,2,0,0.37007023230686115
OR1F2P,2,0,0.151269584008644
OR1G1,2,0,0.013776337115072933
OR1I1,2,0,0.18530524041058888
OR1J1,2,0,0.02106969205834684
OR1J2,2,0,0.02674230145867099
OR1K1,2,0,0.4592112371690978
OR1L1,2,0,0.04024851431658563
OR1L3,2,0,0.019719070772555376
OR1L4,2,0,0.12533765532144786
OR1L6,1,0,0.04051863857374392
OR1L8,2,0,0.008914100486223663
OR1M1,2,0,0.01242571582928147
OR1N1,2,0,0.03646677471636953
OR1N2,2,0,0.09103187466234468
OR1Q1,2,0,0.04349000540248514
OR1S1,1,0,0.14127498649378714
OR1S2,3,0,0.04916261480280929
OR2A12,2,0,0.13668287412209618
OR2A20P,2,0,0.12452728254997299
OR2A25,2,0,0.012695840086439762
OR2A4,2,0,0.018368449486763912
OR2A5,2,0,0.2576985413290113
OR2A9P,1,0,0.14100486223662884
OR2AE1,2,0,0.02215018908698001
OR2AG1,2,0,0.014856834143706105
OR2AT4,2,0,0.2171799027552674
OR2B2,2,0,0.3541329011345219
OR2B3,2,0,0.0035116153430578066
OR2C1,2,0,0.30199891950297136
OR2C3,1,0,0.007563479200432199
OR2D2,2,0,0.04403025391680173
OR2D3,2,0,0.027552674230145867
OR2F1,2,0,0.025121555915721232
OR2F2,1,0,0.023230686115613183
OR2G2,2,0,0.09967585089141005
OR2G3,2,0,0.013776337115072933
OR2G6,2,0,0.05942733657482442
OR2J2,2,0,0.007293354943273906
OR2J3,2,0,0.009184224743381956
OR2K2,2,0,0.01242571582928147
OR2L2,2,0,0.47811993517017826
OR2M2,1,0,0.06266882766072393
OR2M3,2,0,0.1982712047541869
OR2M4,2,0,0.4251755807671529
OR2M5,1,0,0.10075634792004322
OR2S2,2,0,0.022690437601296597
OR2T1,2,0,0.2839005942733657
OR2T10,2,0,0.005402485143165856
OR2T11,2,0,0.02215018908698001
OR2T12,1,0,0.3160453808752026
OR2T2,2,0,0.0675310642895732
OR2T27,2,0,0.12047541869259859
OR2T33,3,0,0.3978930307941653
OR2T34,2,0,0.07860615883306321
OR2T4,2,0,0.10318746623446785
OR2T5,2,0,0.11048082117774176
OR2T8,2,0,0.008914100486223663
OR2V2,2,0,0.17720151269584009
OR2W1,2,0,0.005942733657482442
OR2Y1,2,0,0.1461372231226364
OR4A15,2,0,0.3408968125337655
OR4A16,2,0,0.020799567801188548
OR4A5,2,0,0.004592112371690978
OR4B1,2,0,0.021339816315505133
OR4C11,2,0,0.019448946515397084
OR4C12,2,0,0.4597514856834144
OR4C13,2,0,0.009994597514856833
OR4C15,2,0,0.3457590491626148
OR4C16,2,0,0.008373851971907077
OR4C3,2,0,0.008914100486223663
OR4C45,2,0,0.006212857914640735
OR4C46,2,0,0.005132360886007563
OR4C6,2,0,0.013236088600756347
OR4D1,2,0,0.009184224743381956
OR4D11,2,0,0.04862236628849271
OR4D5,2,0,0.026202052944354404
OR4D9,2,0,0.031874662344678555
OR4E2,2,0,0.01242571582928147
OR4F15,2,0,0.0035116153430578066
OR4F21,1,0,0.09832522960561858
OR4F5,3,0,0.023230686115613183
OR4F6,2,0,0.010264721772015126
OR4K1,2,0,0.3876283090221502
OR4K13,2,0,0.004592112371690978
OR4K14,2,0,0.037007023230686116
OR4K15,2,0,0.007833603457590491
OR4K17,2,0,0.03916801728795246
OR4K5,2,0,0.09940572663425176
OR4L1,2,0,0.009994597514856833
OR4M1,2,0,0.023500810372771474
OR4M2,3,0,0.017017828200972446
OR4N2,2,0,0.27579686655861696
OR4N4,3,0,0.01053484602917342
OR4N5,2,0,0.0032414910858995136
OR4P4,2,0,0.22474338195569962
OR4Q3,2,0,0.00864397622906537
OR4S1,2,0,0.029983792544570502
OR4S2,2,0,0.05753646677471637
OR4X1,2,0,0.21474878444084278
OR4X2,2,0,0.1650459211237169
OR51A2,2,0,0.0024311183144246355
OR51A4,1,0,0.008373851971907077
OR51A7,2,0,0.1501890869800108
OR51B2,2,0,0.015667206915180983
OR51B4,2,0,0.03241491085899514
OR51B5,2,0,0.03916801728795246
OR51B6,2,0,0.02593192868719611
OR51D1,2,0,0.02215018908698001
OR51E1,2,0,0.030524041058887088
OR51E2,2,0,0.03457590491626148
OR51F1,2,0,0.023500810372771474
OR51F2,2,0,0.005942733657482442
OR51G1,2,0,0.008103727714748784
OR51G2,2,0,0.06212857914640735
OR51I1,2,0,0.006482982171799027
OR51I2,2,0,0.017017828200972446
OR51L1,2,0,0.0035116153430578066
OR51M1,2,0,0.009184224743381956
OR51Q1,3,0,0.027552674230145867
OR51S1,2,0,0.34062668827660725
OR51T1,2,0,0.015937331172339277
OR51V1,2,0,0.01728795245813074
OR52A1,2,0,0.016747703943814155
OR52A4,2,0,0.004051863857374392
OR52A5,2,0,0.011075094543490005
OR52B2,2,0,0.01917882225823879
OR52B4,2,0,0.012155591572123177
OR52D1,2,0,0.005132360886007563
OR52E2,2,0,0.02377093462992977
OR52E4,2,0,0.019719070772555376
OR52E6,2,0,0.012695840086439762
OR52E8,2,0,0.23419773095623986
OR52I1,2,0,0.005942733657482442
OR52I2,2,0,0.014586709886547812
OR52J3,2,0,0.015937331172339277
OR52K1,2,0,0.011615343057806591
OR52L1,2,0,0.004321988114532685
OR52M1,2,0,0.017828200972447326
OR52N1,2,0,0.026202052944354404
OR52N4,2,0,0.08076715289032955
OR52N5,2,0,0.03322528363047002
OR52R1,2,0,0.33981631550513236
OR52V1P,2,0,0.022420313344138302
OR56A1,2,0,0.028363047001620744
OR56A3,2,0,0.009724473257698542
OR56A4,2,0,0.015126958400864398
OR56A5,2,0,0.014586709886547812
OR56B1,2,0,0.007023230686115613
OR56B4,2,0,0.005132360886007563
OR5A1,2,0,0.3009184224743382
OR5A2,2,0,0.10831982712047541
OR5AC2,2,0,0.005942733657482442
OR5AK2,2,0,0.035926526202052944
OR5AN1,2,0,0.007023230686115613
OR5AP2,2,0,0.31118314424635335
OR5AR1,2,0,0.02106969205834684
OR5AS1,2,0,0.006482982171799027
OR5AU1,2,0,0.011345218800648298
OR5B12,2,0,0.013776337115072933
OR5B2,2,0,0.02593192868719611
OR5B21,2,0,0.07455429497568881
OR5B3,2,0,0.009994597514856833
OR5C1,2,0,0.3133441383036197
OR5D13,2,0,0.005672609400324149
OR5D14,2,0,0.010804970286331712
OR5D16,2,0,0.012965964343598054
OR5D18,2,0,0.02025931928687196
OR5F1,2,0,0.3719611021069692
OR5H15,2,0,0.0024311183144246355
OR5H2,2,0,0.002971366828741221
OR5H6,2,0,0.012155591572123177
OR5I1,2,0,0.14154511075094545
OR5J2,2,0,0.05402485143165856
OR5K1,2,0,0.03322528363047002
OR5K2,2,0,0.006212857914640735
OR5K3,2,0,0.23770934629929769
OR5K4,2,0,0.007293354943273906
OR5L1,2,0,0.01917882225823879
OR5M1,2,0,0.011615343057806591
OR5M10,2,0,0.02025931928687196
OR5M11,2,0,0.007023230686115613
OR5M3,2,0,0.02863317125877904
OR5M8,2,0,0.006482982171799027
OR5M9,2,0,0.07023230686115613
OR5P2,2,0,0.032955159373311727
OR5P3,2,0,0.005942733657482442
OR5R1,2,0,0.01917882225823879
OR5T1,2,0,0.0035116153430578066
OR5T2,2,0,0.0902215018908698
OR5T3,2,0,0.055105348460291734
OR5W2,2,0,0.013776337115072933
OR6A2,2,0,0.01917882225823879
OR6B1,2,0,0.010264721772015126
OR6B2,1,0,0.00675310642895732
OR6B3,3,0,0.09616423554835224
OR6C1,2,0,0.004592112371690978
OR6C2,3,0,0.09130199891950297
OR6C3,2,0,0.010804970286331712
OR6C4,2,0,0.004321988114532685
OR6C6,2,0,0.007293354943273906
OR6C68,2,0,0.01242571582928147
OR6C70,2,0,0.0018908698001080498
OR6C74,2,0,0.3833063209076175
OR6C75,2,0,0.01242571582928147
OR6F1,2,0,0.004592112371690978
OR6K2,2,0,0.413290113452188
OR6K3,2,0,0.0035116153430578066
OR6K6,2,0,0.03349540788762831
OR6N1,2,0,0.05807671528903296
OR6N2,2,0,0.1496488384656942
OR6Q1,2,0,0.10723933009184225
OR6S1,2,0,0.014586709886547812
OR6T1,2,0,0.10777957860615883
OR6V1,2,0,0.0748244192328471
OR6X1,2,0,0.07833603457590492
OR6Y1,2,0,0.0375472717450027
OR7A10,2,0,0.08103727714748785
OR7A17,1,0,0.03079416531604538
OR7A5,2,0,0.041058887088060506
OR7C1,2,0,0.0035116153430578066
OR7C2,2,0,0.11831442463533225
OR7D2,2,0,0.00945434900054025
OR7D4,2,0,0.01350621285791464
OR7G1,1,0,0.4697460831982712
OR7G2,2,0,0.16720691518098324
OR7G3,2,0,0.012695840086439762
OR8A1,2,0,0.006482982171799027
OR8B2,2,0,0.018638573743922204
OR8B3,1,0,0.19692058346839547
OR8B4,2,0,0.004051863857374392
OR8B8,2,0,0.49810913019989195
OR8D1,2,0,0.023500810372771474
OR8D2,2,0,0.02863317125877904
OR8D4,2,0,0.004051863857374392
OR8G1,2,0,0.005942733657482442
OR8G2,3,0,0.2568881685575365
OR8G5,2,0,0.02106969205834684
OR8H1,2,0,0.03079416531604538
OR8H2,2,0,0.16234467855213397
OR8H3,2,0,0.060777957860615885
OR8I2,2,0,0.006212857914640735
OR8J1,2,0,0.0675310642895732
OR8J3,2,0,0.009994597514856833
OR8K1,2,0,0.00675310642895732
OR8K3,2,0,0.009724473257698542
OR8K5,2,0,0.007833603457590491
OR8S1,2,0,0.22339276066990815
OR8U8,4,0,0.0675310642895732
OR8U9,1,0,0.05429497568881685
OR9A2,2,0,0.1618044300378174
OR9A4,2,0,0.007563479200432199
OR9G4,2,0,0.01755807671528903
OR9G9,3,0,0.037007023230686116
OR9I1,2,0,0.02377093462992977
OR9K2,2,0,0.004592112371690978
OR9Q1,2,0,0.05402485143165856
OR9Q2,2,0,0.029443544030253916
ORC1L,2,0,0.005942733657482442
ORM2,2,0,0.34008643976229064
OSBPL7,2,0,0.2787682333873582
OSGIN1,4,0,0.45002701242571586
OSM,2,0,0.47893030794165314
OSMR,3,0,0.08157752566180443
OSR1,3,0,0.45732036736898973
OSTA,2,0,0.046731496488384656
OTC,2,0,0.13425175580767154
OTOA,4,0,0.04321988114532685
OTOL1,2,0,0.00675310642895732
OTOP1,2,0,0.009994597514856833
OTOP3,2,0,0.09562398703403566
OTOR,2,0,0.007833603457590491
OTP,2,0,0.09265262020529444
OTX2,3,0,0.1690977849810913
OVCH1,2,0,0.13452188006482982
OVCH2,2,0,0.0829281469475959
OVOL1,2,0,0.01242571582928147
OVOL2,2,0,0.4848730415991356
OVOL3,3,0,0.12587790383576444
OXGR1,2,0,0.4327390599675851
P2RX1,2,0,0.0451107509454349
P2RY10,3,0,0.07698541329011345
P2RY2,2,0,0.42409508373851973
P2RY8,2,0,0.31739600216099406
P4HA3,2,0,0.06293895191788222
PA2G4P4,1,0,0.005132360886007563
PABPC1P2,1,0,0.0021609940572663426
PABPC4L,2,0,0.05942733657482442
PADI1,2,0,0.03835764451647758
PADI3,2,0,0.015126958400864398
PADI4,2,0,0.1842247433819557
PADI6,2,0,0.2628309022150189
PAEP,2,0,0.021609940572663425
PAGE1,2,0,0.36682874122096165
PAGE2,2,0,0.01053484602917342
PAGE2B,1,0,0.01053484602917342
PAGE3,2,0,0.006482982171799027
PAGE4,2,0,0.09508373851971907
PAGE5,2,0,0.02188006482982172
PAH,2,0,0.48568341437061047
PAPOLB,2,0,0.08346839546191248
PAPPA,2,0,0.26445164775796864
PAPPA2,5,0,0.09589411129119395
PAQR5,2,0,0.16963803349540788
PARP15,2,0,0.012965964343598054
PARVG,2,0,0.3997839005942734
PASD1,2,0,0.011885467314964884
PATE1,2,0,0.031604538087520256
PATE4,2,0,0.0035116153430578066
PATL2,2,0,0.05888708806050783
PAX1,2,0,0.3471096704484063
PAX2,3,0,0.41572123176661263
PAX3,3,0,0.17909238249594814
PAX7,3,0,0.3149648838465694
PBK,2,0,0.008914100486223663
PBOV1,2,0,0.21258779038357645
PCDHA13,1,0,0.07806591031874663
PCDHA8,1,0,0.41139924365207997
PCDHA9,1,0,0.40626688276607237
PCDHAC1,2,0,0.21636952998379255
PCDHB1,2,0,0.06807131280388978
PCDHB6,2,0,0.4700162074554295
PCDHGA1,1,0,0.3833063209076175
PCDHGA11,2,0,0.46677471636953
PCDHGA4,1,0,0.07968665586169638
PCDHGA5,2,0,0.2901134521880065
PCDHGA6,1,0,0.004862236628849271
PCDHGA8,1,0,0.03322528363047002
PCDHGA9,2,0,0.48811453268503513
PCDHGB1,3,0,0.4343598055105348
PCDHGB3,2,0,0.3827660723933009
PCDHGB5,1,0,0.05294435440302539
PCDHGB6,2,0,0.09292274446245273
PCDHGB8P,2,0,0.08941112911939492
PCK1,2,0,0.2825499729875743
PDC,3,0,0.3827660723933009
PDCD1LG2,2,0,0.005402485143165856
PDCL2,2,0,0.009994597514856833
PDE6A,2,0,0.055375472717450025
PDE6C,2,0,0.055375472717450025
PDHA2,2,0,0.022690437601296597
PDILT,2,0,0.013236088600756347
PDLIM1,1,0,0.18611561318206374
PDX1,3,0,0.04294975688816856
PDZD3,3,0,0.03889789303079417
PDZK1,2,0,0.28444084278768234
PDZK1IP1,2,0,0.022960561858454888
PDZK1P1,1,0,0.1050783360345759
PF4,1,0,0.1239870340356564
PFKFB1,2,0,0.025661804430037818
PFN3,2,0,0.2104267963263101
PGC,2,0,0.46056185845488923
PGF,2,0,0.48109130199891953
PGK2,2,0,0.05429497568881685
PGLYRP1,2,0,0.1126418152350081
PGLYRP2,2,0,0.10696920583468396
PGLYRP3,2,0,0.007023230686115613
PGLYRP4,2,0,0.011885467314964884
PGR,2,0,0.08481901674770394
PHEX,2,0,0.446515397082658
PHF7,2,0,0.250945434900054
PHKG1,2,0,0.23446785521339816
PHOX2B,2,0,0.07779578606158834
PI15,2,0,0.05321447866018368
PIGR,3,0,0.014586709886547812
PIGW,2,0,0.46947595894111294
PIH2,1,0,0.004592112371690978
PIK3C2G,2,0,0.01728795245813074
PIK3CG,3,0,0.08833063209076175
PIK3R6,2,0,0.19151809832522962
PIP5K1P1,1,0,0.08670988654781199
PITPNM3,2,0,0.36007563479200433
PITX1,2,0,0.021609940572663425
PITX2,4,0,0.11507293354943274
PIWIL1,2,0,0.005942733657482442
PIWIL2,2,0,0.14046461372231225
PIWIL3,2,0,0.01350621285791464
PKD1L1,2,0,0.014586709886547812
PKD1L2,4,0,0.4619124797406807
PKD1L3,2,0,0.005672609400324149
PKDREJ,2,0,0.06645056726094004
PKHD1,4,0,0.007293354943273906
PKHD1L1,2,0,0.010264721772015126
PKN3,2,0,0.2755267423014587
PLA2G1B,2,0,0.19043760129659643
PLA2G2A,1,0,0.02377093462992977
PLA2G2C,2,0,0.41869259859535385
PLA2G2E,2,0,0.014856834143706105
PLA2G2F,2,0,0.04943273905996758
PLA2G3,2,0,0.37925445705024313
PLA2G4D,2,0,0.18287412209616424
PLA2G4E,2,0,0.08508914100486224
PLA2G4F,2,0,0.1655861696380335
PLAC1,2,0,0.011885467314964884
PLAC1L,2,0,0.004051863857374392
PLAC8,4,0,0.42274446245272823
PLCB3,2,0,0.46353322528363045
PLCZ1,2,0,0.004592112371690978
PLD2,2,0,0.4208535926526202
PLEK,2,0,0.4878444084278768
PLEK2,2,0,0.004321988114532685
PLEKHG7,2,0,0.060777957860615885
PLIN,2,0,0.06455969746083198
PLK4,2,0,0.13398163155051324
PLS1,3,0,0.46731496488384655
PLSCR2,2,0,0.008914100486223663
PLSCR5,2,0,0.050513236088600755
PLUNC,2,0,0.005942733657482442
PM20D1,2,0,0.013776337115072933
PMCH,3,0,0.14208535926526203
PMCHL2,1,0,0.036736898973527825
PNLDC1,2,0,0.4783900594273366
PNLIP,2,0,0.014586709886547812
PNLIPRP1,3,0,0.022960561858454888
PNLIPRP2,2,0,0.040788762830902214
PNLIPRP3,2,0,0.009994597514856833
PNPLA5,2,0,0.13101026472177202
PODN,2,0,0.12587790383576444
PODNL1,2,0,0.45732036736898973
POF1B,3,0,0.0189086980010805
POFUT1,3,0,0.06239870340356564
POLE,2,0,0.09562398703403566
POLQ,2,0,0.11885467314964884
POM121,1,0,0.01620745542949757
PON1,3,0,0.024311183144246355
POSTN,2,0,0.39681253376553216
POTEA,2,0,0.01539708265802269
POTEB,1,0,0.04321988114532685
POTEC,1,0,0.007563479200432199
POTED,2,0,0.19232847109670448
POTEE,1,0,0.055105348460291734
POTEH,1,0,0.04457050243111831
POU1F1,2,0,0.022690437601296597
POU2F3,2,0,0.10426796326310103
POU3F4,1,0,0.07374392220421394
POU4F1,2,0,0.10021609940572664
POU4F2,2,0,0.035926526202052944
POU4F3,2,0,0.027282549972987576
POU5F2,2,0,0.15883306320907617
PP2672,1,0,0.0032414910858995136
PPBPL2,2,0,0.02106969205834684
PPEF2,2,0,0.005672609400324149
PPP1R14D,2,0,0.03565640194489465
PPP1R2P9,2,0,0.02215018908698001
PPP1R3A,2,0,0.011615343057806591
PPP4R1L,2,0,0.041869259859535386
PPY2,2,0,0.49513776337115073
PQLC2,1,0,0.37385197190707725
PRAME,1,0,0.018368449486763912
PRAMEF1,2,0,0.02188006482982172
PRAMEF10,2,0,0.005672609400324149
PRAMEF11,1,0,0.012155591572123177
PRAMEF12,2,0,0.04267963263101027
PRAMEF13,1,0,0.008373851971907077
PRAMEF16,2,0,0.008103727714748784
PRAMEF18,1,0,0.022690437601296597
PRAMEF2,4,0,0.008373851971907077
PRAMEF23,3,0,0.13452188006482982
PRAMEF25,1,0,0.03079416531604538
PRAMEF7,2,0,0.022690437601296597
PRAMEF8,1,0,0.002701242571582928
PRAMEF9,2,0,0.00675310642895732
PRAMEL,2,0,0.004592112371690978
PRAP1,2,0,0.440032414910859
PRB2,1,0,0.39708265802269044
PRCD,2,0,0.36547811993517015
PRDM13,2,0,0.050243111831442464
PRDM14,2,0,0.010264721772015126
PRDM15,4,0,0.2698541329011345
PRDM7,2,0,0.08616963803349541
PRDM9,2,0,0.04538087520259319
PRG2,1,0,0.0189086980010805
PRG3,2,0,0.11426256077795786
PRKACG,2,0,0.23878984332793085
PRKAG3,2,0,0.04240950837385197
PRL,2,0,0.17693138843868178
PRLR,3,0,0.07617504051863858
PRM1,2,0,0.17558076715289034
PRND,3,0,0.0791464073473798
PRNT,2,0,0.005402485143165856
PRO2852,1,0,0.4159913560237709
PROC,2,0,0.14856834143706105
PROK1,2,0,0.021339816315505133
PROK2,3,0,0.11696380334954079
PROKR2,2,0,0.05888708806050783
PROL1,2,0,0.06591031874662345
PROM1,4,0,0.3873581847649919
PROM2,2,0,0.3041599135602377
PROX2,3,0,0.06915180983252296
PROZ,2,0,0.01350621285791464
PRR10,2,0,0.2101566720691518
PRRG4,2,0,0.13398163155051324
PRSS12,2,0,0.3749324689357104
PRSS22,2,0,0.18584548892490546
PRSS33,2,0,0.1620745542949757
PRSS41,2,0,0.014046461372231226
PRSS45,2,0,0.255537547271745
PRSS7,2,0,0.097784981091302
PRSSL1,2,0,0.4057266342517558
PRTN3,2,0,0.3703403565640194
PRUNE,2,0,0.32576985413290116
PRY,2,0,0.1650459211237169
PSAPL1,2,0,0.005132360886007563
PSCA,2,0,0.4035656401944895
PSD4,2,0,0.27282549972987574
PSG1,1,0,0.0021609940572663426
PSG11,2,0,0.10399783900594273
PSG2,2,0,0.045650999459751485
PSG3,2,0,0.15937331172339275
PSG4,1,0,0.007023230686115613
PSG6,1,0,0.006482982171799027
PSG7,1,0,0.17152890329551593
PSG8,2,0,0.020529443544030253
PSG9,2,0,0.012155591572123177
PSKH2,2,0,0.08427876823338736
PSMA8,4,0,0.07698541329011345
PSMB11,2,0,0.27579686655861696
PSTPIP2,3,0,0.029173419773095625
PTBP1,3,0,0.4165316045380875
PTCHD2,2,0,0.0748244192328471
PTCHD3,2,0,0.005942733657482442
PTGDR,2,0,0.27255537547271746
PTGFR,2,0,0.11372231226364128
PTGFRN,1,0,0.28768233387358183
PTGIS,2,0,0.48568341437061047
PTGS1,2,0,0.38222582387898435
PTH,2,0,0.014856834143706105
PTH2R,2,0,0.2855213398163155
PTK6,2,0,0.03862776877363587
PTK7,2,0,0.41085899513776336
PTPN6,2,0,0.43084819016747705
PTPN7,2,0,0.06239870340356564
PTPRQ,2,0,0.03808752025931929
PTX4,2,0,0.005672609400324149
PUS10,2,0,0.37385197190707725
PVRL4,2,0,0.04916261480280929
PXDNL,2,0,0.3165856293895192
PXT1,2,0,0.005132360886007563
PYDC2,2,0,0.233387358184765
PYHIN1,3,0,0.017828200972447326
PZP,2,0,0.18935710426796326
QRICH2,2,0,0.277687736358725
R3HDML,2,0,0.37412209616423553
RAB17,2,0,0.024581307401404646
RAB19,2,0,0.004862236628849271
RAB20,2,0,0.22204213938411668
RAB25,2,0,0.01350621285791464
RAB27A,2,0,0.4143706104808212
RAB38,2,0,0.11372231226364128
RAB41,2,0,0.005402485143165856
RAB44,1,0,0.0024311183144246355
RAD21L1,2,0,0.0451107509454349
RAD51,2,0,0.4721772015126958
RAD51AP1,2,0,0.01728795245813074
RAD51L1,3,0,0.4729875742841707
RAD9B,3,0,0.018098325229605618
RAET1E,2,0,0.009184224743381956
RAG1,2,0,0.11129119394921665
RAG2,2,0,0.018638573743922204
RASEF,3,0,0.06050783360345759
RASSF10,2,0,0.3951917882225824
RASSF6,2,0,0.01917882225823879
RASSF9,2,0,0.07725553754727174
RAX,2,0,0.21204754186925986
RBM20,2,0,0.43787142085359265
RBM44,2,0,0.020529443544030253
RBM46,2,0,0.005672609400324149
RBM47,2,0,0.12965964343598055
RBMXL2,2,0,0.010264721772015126
RBMXL3,2,0,0.006212857914640735
RBMY1A1,3,0,0.06807131280388978
RBMY1A3P,2,0,0.06050783360345759
RBMY2EP,2,0,0.011885467314964884
RBMY2FP,2,0,0.0035116153430578066
RBP3,2,0,0.009724473257698542
RBP5,2,0,0.4222042139384117
RBPJL,2,0,0.20745542949756887
RCVRN,2,0,0.21609940572663425
RD3,2,0,0.052133981631550516
RDH8,2,0,0.008373851971907077
REG1A,2,0,0.005942733657482442
REG1B,2,0,0.01539708265802269
REG1P,2,0,0.02188006482982172
REG3A,3,0,0.03889789303079417
REG3G,2,0,0.0189086980010805
REG4,3,0,0.023230686115613183
REM1,2,0,0.011885467314964884
REN,2,0,0.017017828200972446
REXO1,2,0,0.2614802809292274
REXO1L1,2,0,0.06780118854673149
RFPL4A,2,0,0.20124257158292816
RFPL4B,2,0,0.04538087520259319
RFX6,2,0,0.00675310642895732
RGAG1,2,0,0.14937871420853593
RGL4,2,0,0.005672609400324149
RGP1,2,0,0.11102106969205834
RGS21,2,0,0.004592112371690978
RGSL1,3,0,0.02971366828741221
RHAG,1,0,0.006482982171799027
RHBG,2,0,0.24662344678552134
RHD,2,0,0.011075094543490005
RHOH,2,0,0.017828200972447326
RHOXF1,2,0,0.4546191247974068
RHOXF2,2,0,0.0375472717450027
RHOXF2B,1,0,0.028092922744462453
RHPN2P1,2,0,0.27039438141545113
RIBC2,2,0,0.13641274986493787
RIC8B,2,0,0.40437601296596437
RIPK3,2,0,0.3711507293354943
RIPK4,2,0,0.19962182603997838
RLN1,3,0,0.013236088600756347
RLN2,2,0,0.0564559697460832
RNASE10,2,0,0.0337655321447866
RNASE11,2,0,0.004592112371690978
RNASE2,2,0,0.017828200972447326
RNASE3,2,0,0.00675310642895732
RNASE4,2,0,0.30226904376012964
RNASE7,2,0,0.0189086980010805
RNASE8,2,0,0.005402485143165856
RNASE9,5,0,0.031874662344678555
RNF113B,2,0,0.4211237169097785
RNF133,2,0,0.0937331172339276
RNF148,2,0,0.26958400864397625
RNF166,2,0,0.4816315505132361
RNF17,3,0,0.03862776877363587
