gene_symbol,number_of_available_probes,number_of_reliable_probes,best_detection_rate
A_24_P696546,1,0,0.013236088600756347
A_24_P696571,1,0,0.1280388978930308
A_24_P696924,1,0,0.3317125877903836
A_24_P698698,1,0,0.007023230686115613
A_24_P698816,1,0,0.33684494867639114
A_24_P699252,1,0,0.04267963263101027
A_24_P700052,1,0,0.18530524041058888
A_24_P700562,2,0,0.011885467314964884
A_24_P700941,1,0,0.00864397622906537
A_24_P701030,1,0,0.06185845488924906
A_24_P701582,1,0,0.04051863857374392
A_24_P701814,1,0,0.08049702863317126
A_24_P702020,1,0,0.37763371150729336
A_24_P7021,1,0,0.08860075634792004
A_24_P702842,1,0,0.02215018908698001
A_24_P703197,1,0,0.061048082117774176
A_24_P703674,1,0,0.29821717990275526
A_24_P704878,1,0,0.004862236628849271
A_24_P705980,1,0,0.014856834143706105
A_24_P706236,1,0,0.019719070772555376
A_24_P706327,1,0,0.0016207455429497568
A_24_P706873,1,0,0.005672609400324149
A_24_P708161,1,0,0.48892490545651
A_24_P709536,1,0,0.01620745542949757
A_24_P709949,2,0,0.40464613722312265
A_24_P710252,1,0,0.4613722312263641
A_24_P710868,1,0,0.005132360886007563
A_24_P711009,1,0,0.0016207455429497568
A_24_P7111,1,0,0.06293895191788222
A_24_P712193,1,0,0.12101566720691519
A_24_P712198,1,0,0.006482982171799027
A_24_P712385,1,0,0.004051863857374392
A_24_P712433,2,0,0.007833603457590491
A_24_P712798,1,0,0.007293354943273906
A_24_P712845,1,0,0.2298757428417072
A_24_P712882,1,0,0.002701242571582928
A_24_P713119,1,0,0.0035116153430578066
A_24_P714140,1,0,0.011885467314964884
A_24_P714984,1,0,0.050243111831442464
A_24_P715029,1,0,0.006212857914640735
A_24_P715602,1,0,0.009994597514856833
A_24_P715644,1,0,0.009184224743381956
A_24_P715719,1,0,0.19286871961102106
A_24_P715865,1,0,0.07320367368989736
A_24_P716349,1,0,0.0
A_24_P716394,1,0,0.07293354943273905
A_24_P717462,1,0,0.12533765532144786
A_24_P717824,1,0,0.011615343057806591
A_24_P718031,1,0,0.005942733657482442
A_24_P718223,1,0,0.0035116153430578066
A_24_P718947,1,0,0.04457050243111831
A_24_P720730,1,0,0.004592112371690978
A_24_P721638,1,0,0.0035116153430578066
A_24_P721815,1,0,0.33927606699081575
A_24_P722155,2,0,0.4538087520259319
A_24_P722360,1,0,0.1993517017828201
A_24_P723655,1,0,0.21231766612641814
A_24_P723735,1,0,0.4286871961102107
A_24_P724212,1,0,0.022960561858454888
A_24_P724321,2,0,0.013236088600756347
A_24_P725541,1,0,0.005672609400324149
A_24_P730088,1,0,0.014856834143706105
A_24_P731132,1,0,0.007023230686115613
A_24_P731255,1,0,0.041869259859535386
A_24_P731845,1,0,0.0032414910858995136
A_24_P732106,1,0,0.007293354943273906
A_24_P7322,1,0,0.0032414910858995136
A_24_P733223,1,0,0.025121555915721232
A_24_P733949,1,0,0.002701242571582928
A_24_P734406,1,0,0.0032414910858995136
A_24_P734764,1,0,0.10210696920583469
A_24_P734843,1,0,0.28336034575904917
A_24_P735072,2,0,0.031874662344678555
A_24_P735179,1,0,0.009994597514856833
A_24_P736853,1,0,0.001350621285791464
A_24_P737675,1,0,0.0024311183144246355
A_24_P738859,1,0,0.4586709886547812
A_24_P739582,1,0,0.3833063209076175
A_24_P739785,1,0,0.39681253376553216
A_24_P740244,2,0,0.4141004862236629
A_24_P740492,1,0,0.015937331172339277
A_24_P740906,1,0,0.09805510534846029
A_24_P740932,1,0,0.011345218800648298
A_24_P741142,1,0,0.018368449486763912
A_24_P741305,2,0,0.2179902755267423
A_24_P741450,1,0,0.004592112371690978
A_24_P742420,1,0,0.014046461372231226
A_24_P744297,1,0,0.02404105888708806
A_24_P744554,1,0,0.4708265802269044
A_24_P744872,1,0,0.0037817396002160996
A_24_P744957,1,0,0.004051863857374392
A_24_P745234,1,0,0.005942733657482442
A_24_P745342,1,0,0.13371150729335493
A_24_P745352,1,0,0.019719070772555376
A_24_P745635,1,0,0.004321988114532685
A_24_P746650,1,0,0.004592112371690978
A_24_P747168,1,0,0.006212857914640735
A_24_P747443,1,0,0.3338735818476499
A_24_P747662,1,0,0.1396542409508374
A_24_P749374,1,0,0.004321988114532685
A_24_P749904,1,0,0.09157212317666126
A_24_P750070,1,0,0.002701242571582928
A_24_P750164,1,0,0.011345218800648298
A_24_P750327,1,0,0.015126958400864398
A_24_P750992,1,0,0.06293895191788222
A_24_P751220,1,0,0.02674230145867099
A_24_P752416,1,0,0.24284170718530523
A_24_P752690,1,0,0.002971366828741221
A_24_P753110,1,0,0.037007023230686116
A_24_P753302,2,0,0.32847109670448404
A_24_P753414,1,0,0.005132360886007563
A_24_P753782,1,0,0.006482982171799027
A_24_P753849,2,0,0.028363047001620744
A_24_P7541,1,0,0.0021609940572663426
A_24_P754989,1,0,0.12560777957860617
A_24_P75558,1,0,0.34386817936250674
A_24_P756014,1,0,0.007023230686115613
A_24_P7565,1,0,0.30983252296056185
A_24_P756672,1,0,0.006212857914640735
A_24_P756682,1,0,0.009994597514856833
A_24_P7570,1,0,0.037817396002161
A_24_P757370,1,0,0.004592112371690978
A_24_P757638,1,0,0.2968665586169638
A_24_P75778,1,0,0.48676391139924363
A_24_P757790,1,0,0.0024311183144246355
A_24_P758010,1,0,0.007563479200432199
A_24_P75808,1,0,0.004051863857374392
A_24_P758256,1,0,0.019989195029713667
A_24_P75856,1,0,0.2544570502431118
A_24_P759241,1,0,0.04754186925985954
A_24_P759314,1,0,0.004051863857374392
A_24_P759647,1,0,0.22339276066990815
A_24_P759861,1,0,0.050783360345759046
A_24_P760368,1,0,0.009994597514856833
A_24_P760891,1,0,0.002701242571582928
A_24_P760945,1,0,0.031874662344678555
A_24_P761705,1,0,0.3757428417071853
A_24_P762409,1,0,0.002701242571582928
A_24_P762613,1,0,0.035926526202052944
A_24_P76319,1,0,0.05483522420313344
A_24_P763407,1,0,0.0035116153430578066
A_24_P764519,1,0,0.06618044300378174
A_24_P76489,1,0,0.047271745002701246
A_24_P765053,2,0,0.255537547271745
A_24_P765294,1,0,0.002701242571582928
A_24_P765552,1,0,0.30686115613182063
A_24_P76575,1,0,0.011615343057806591
A_24_P76586,1,0,0.005672609400324149
A_24_P765975,1,0,0.0037817396002160996
A_24_P76604,1,0,0.05672609400324149
A_24_P766177,1,0,0.0021609940572663426
A_24_P766228,1,0,0.2685035116153431
A_24_P76694,1,0,0.004051863857374392
A_24_P76707,1,0,0.075634792004322
A_24_P767222,1,0,0.022960561858454888
A_24_P76757,1,0,0.3943814154511075
A_24_P767699,1,0,0.004321988114532685
A_24_P768824,1,0,0.002971366828741221
A_24_P769588,1,0,0.4019448946515397
A_24_P769977,1,0,0.48946515397082657
A_24_P770405,1,0,0.09562398703403566
A_24_P771173,1,0,0.18530524041058888
A_24_P771821,1,0,0.01917882225823879
A_24_P771880,1,0,0.1458670988654781
A_24_P772004,3,0,0.10994057266342518
A_24_P772921,1,0,0.0035116153430578066
A_24_P773119,2,0,0.0937331172339276
A_24_P773149,1,0,0.002701242571582928
A_24_P773180,1,0,0.008914100486223663
A_24_P773539,1,0,0.097784981091302
A_24_P775063,1,0,0.0024311183144246355
A_24_P775812,1,0,0.005402485143165856
A_24_P776036,1,0,0.008103727714748784
A_24_P777388,1,0,0.0024311183144246355
A_24_P778529,1,0,0.029173419773095625
A_24_P780353,1,0,0.4538087520259319
A_24_P7807,1,0,0.00675310642895732
A_24_P781657,1,0,0.005672609400324149
A_24_P781825,1,0,0.38141545110750946
A_24_P7820,1,0,0.14775796866558616
A_24_P782102,1,0,0.06347920043219882
A_24_P783656,1,0,0.00945434900054025
A_24_P783810,1,0,0.27336574824419235
A_24_P784203,1,0,0.0024311183144246355
A_24_P784213,1,0,0.0032414910858995136
A_24_P784846,1,0,0.48676391139924363
A_24_P786713,1,0,0.16423554835224202
A_24_P788373,1,0,0.004051863857374392
A_24_P789471,2,0,0.009724473257698542
A_24_P790361,1,0,0.24824419232847109
A_24_P790836,1,0,0.03484602917341977
A_24_P791169,3,0,0.075634792004322
A_24_P791814,1,0,0.16342517558076716
A_24_P791862,1,0,0.004051863857374392
A_24_P791913,1,0,0.008103727714748784
A_24_P792075,1,0,0.041329011345218804
A_24_P792748,1,0,0.0037817396002160996
A_24_P792988,1,0,0.23500810372771475
A_24_P794189,1,0,0.008914100486223663
A_24_P794275,1,0,0.015667206915180983
A_24_P794529,1,0,0.011075094543490005
A_24_P794892,1,0,0.0024311183144246355
A_24_P795162,2,0,0.3114532685035116
A_24_P795230,1,0,0.0035116153430578066
A_24_P795662,1,0,0.010264721772015126
A_24_P798217,1,0,0.0037817396002160996
A_24_P798218,1,0,0.1650459211237169
A_24_P799048,1,0,0.011345218800648298
A_24_P799245,1,0,0.0008103727714748784
A_24_P799680,1,0,0.22798487304159915
A_24_P799858,1,0,0.0715829281469476
A_24_P800363,1,0,0.012695840086439762
A_24_P800698,1,0,0.3495407887628309
A_24_P800734,1,0,0.023230686115613183
A_24_P802963,1,0,0.0018908698001080498
A_24_P806389,1,0,0.06564019448946515
A_24_P806646,1,0,0.0018908698001080498
A_24_P807248,1,0,0.007833603457590491
A_24_P807445,1,0,0.31010264721772013
A_24_P809638,2,0,0.03538627768773636
A_24_P809786,1,0,0.004321988114532685
A_24_P809964,1,0,0.4773095623987034
A_24_P810074,1,0,0.005672609400324149
A_24_P811397,1,0,0.005672609400324149
A_24_P811954,1,0,0.3981631550513236
A_24_P81205,1,0,0.004592112371690978
A_24_P812172,1,0,0.222312263641275
A_24_P814749,1,0,0.02215018908698001
A_24_P815570,1,0,0.012155591572123177
A_24_P816073,1,0,0.061048082117774176
A_24_P8165,1,0,0.04457050243111831
A_24_P817610,1,0,0.07428417071853052
A_24_P818136,1,0,0.0035116153430578066
A_24_P818378,1,0,0.0024311183144246355
A_24_P818529,2,0,0.2830902215018909
A_24_P819419,1,0,0.01242571582928147
A_24_P821988,1,0,0.16612641815235007
A_24_P822869,1,0,0.02106969205834684
A_24_P823033,1,0,0.06645056726094004
A_24_P823951,1,0,0.002701242571582928
A_24_P824005,1,0,0.002701242571582928
A_24_P824453,1,0,0.0032414910858995136
A_24_P824578,2,0,0.04024851431658563
A_24_P824642,2,0,0.0035116153430578066
A_24_P825942,1,0,0.2560777957860616
A_24_P826325,1,0,0.1504592112371691
A_24_P828496,2,0,0.031604538087520256
A_24_P828764,1,0,0.011075094543490005
A_24_P828818,1,0,0.06942193408968125
A_24_P829111,1,0,0.011345218800648298
A_24_P830006,1,0,0.009994597514856833
A_24_P830315,1,0,0.051323608860075635
A_24_P830406,1,0,0.22312263641274988
A_24_P831005,1,0,0.4273365748244192
A_24_P831884,1,0,0.004051863857374392
A_24_P831925,1,0,0.007293354943273906
A_24_P832270,1,0,0.026202052944354404
A_24_P832831,1,0,0.032955159373311727
A_24_P833067,1,0,0.004862236628849271
A_24_P833097,1,0,0.2784981091301999
A_24_P833211,2,0,0.030524041058887088
A_24_P833256,1,0,0.011885467314964884
A_24_P8333,1,0,0.04916261480280929
A_24_P834066,1,0,0.1085899513776337
A_24_P834646,1,0,0.228795245813074
A_24_P835549,1,0,0.021339816315505133
A_24_P838261,1,0,0.004051863857374392
A_24_P839258,1,0,0.03430578065910319
A_24_P83928,1,0,0.019989195029713667
A_24_P839298,2,0,0.22420313344138304
A_24_P83952,1,0,0.16666666666666666
A_24_P839530,1,0,0.012965964343598054
A_24_P840343,1,0,0.0024311183144246355
A_24_P841704,1,0,0.01755807671528903
A_24_P84198,1,0,0.004321988114532685
A_24_P842016,1,0,0.009724473257698542
A_24_P84217,1,0,0.005672609400324149
A_24_P842536,1,0,0.00675310642895732
A_24_P843335,1,0,0.017017828200972446
A_24_P84401,1,0,0.3325229605618584
A_24_P844100,1,0,0.015126958400864398
A_24_P844470,1,0,0.1277687736358725
A_24_P844917,1,0,0.004862236628849271
A_24_P84498,1,0,0.21745002701242572
A_24_P845561,1,0,0.004321988114532685
A_24_P84738,3,0,0.029983792544570502
A_24_P84752,2,0,0.1842247433819557
A_24_P847956,1,0,0.004051863857374392
A_24_P848134,3,0,0.37763371150729336
A_24_P848379,1,0,0.002971366828741221
A_24_P848707,1,0,0.0010804970286331713
A_24_P849004,1,0,0.0864397622906537
A_24_P84924,1,0,0.20097244732576985
A_24_P849512,1,0,0.0021609940572663426
A_24_P850069,1,0,0.36277687736358727
A_24_P851254,1,0,0.1428957320367369
A_24_P852888,2,0,0.14181523500810372
A_24_P852983,1,0,0.19746083198271205
A_24_P853124,1,0,0.024311183144246355
A_24_P85322,1,0,0.35170178282009723
A_24_P853366,1,0,0.04700162074554295
A_24_P85348,1,0,0.0016207455429497568
A_24_P85375,1,0,0.009994597514856833
A_24_P85382,1,0,0.009184224743381956
A_24_P85391,1,0,0.24635332252836303
A_24_P85400,1,0,0.002971366828741221
A_24_P854440,1,0,0.13290113452188007
A_24_P854556,1,0,0.012965964343598054
A_24_P855508,1,0,0.004592112371690978
A_24_P85606,1,0,0.0018908698001080498
A_24_P856164,1,0,0.019989195029713667
A_24_P857002,1,0,0.017017828200972446
A_24_P857823,1,0,0.34846029173419774
A_24_P857932,2,0,0.34440842787682335
A_24_P858192,1,0,0.018638573743922204
A_24_P858614,1,0,0.019448946515397084
A_24_P860248,1,0,0.012695840086439762
A_24_P860417,1,0,0.1431658562938952
A_24_P861869,1,0,0.4173419773095624
A_24_P861875,1,0,0.3525121555915721
A_24_P862083,1,0,0.004051863857374392
A_24_P863124,1,0,0.4692058346839546
A_24_P863363,1,0,0.018638573743922204
A_24_P865245,1,0,0.13425175580767154
A_24_P866323,1,0,0.0032414910858995136
A_24_P866484,1,0,0.020529443544030253
A_24_P867207,1,0,0.35872501350621283
A_24_P868313,1,0,0.06266882766072393
A_24_P868987,1,0,0.10777957860615883
A_24_P868992,1,0,0.0024311183144246355
A_24_P870176,1,0,0.022690437601296597
A_24_P870362,1,0,0.25661804430037816
A_24_P870779,1,0,0.0024311183144246355
A_24_P871208,1,0,0.3727714748784441
A_24_P871687,1,0,0.005672609400324149
A_24_P872967,1,0,0.4443544030253917
A_24_P873291,1,0,0.03322528363047002
A_24_P873598,1,0,0.1882766072393301
A_24_P874508,1,0,0.011345218800648298
A_24_P874630,1,0,0.004051863857374392
A_24_P876352,1,0,0.013236088600756347
A_24_P877411,1,0,0.2485143165856294
A_24_P878376,1,0,0.1982712047541869
A_24_P878472,1,0,0.02863317125877904
A_24_P878561,1,0,0.004051863857374392
A_24_P879729,1,0,0.012695840086439762
A_24_P879804,1,0,0.008103727714748784
A_24_P879895,1,0,0.0037817396002160996
A_24_P879933,1,0,0.011885467314964884
A_24_P880155,1,0,0.041058887088060506
A_24_P881562,1,0,0.008103727714748784
A_24_P883664,2,0,0.005672609400324149
A_24_P884690,1,0,0.05348460291734198
A_24_P885303,1,0,0.11615343057806592
A_24_P885873,1,0,0.29038357644516477
A_24_P886589,1,0,0.004862236628849271
A_24_P887239,1,0,0.01053484602917342
A_24_P887615,1,0,0.11993517017828201
A_24_P887805,1,0,0.04943273905996758
A_24_P887857,1,0,0.041599135602377095
A_24_P889070,1,0,0.060237709346299295
A_24_P889237,1,0,0.009994597514856833
A_24_P889419,1,0,0.002701242571582928
A_24_P889962,1,0,0.007833603457590491
A_24_P890357,1,0,0.023230686115613183
A_24_P890995,1,0,0.44408427876823336
A_24_P891042,1,0,0.01620745542949757
A_24_P891116,1,0,0.0021609940572663426
A_24_P891276,1,0,0.4581307401404646
A_24_P891472,1,0,0.2142085359265262
A_24_P892137,1,0,0.0035116153430578066
A_24_P892367,1,0,0.005402485143165856
A_24_P892542,1,0,0.004051863857374392
A_24_P893347,1,0,0.0016207455429497568
A_24_P893668,1,0,0.014586709886547812
A_24_P894132,1,0,0.008373851971907077
A_24_P894345,1,0,0.0016207455429497568
A_24_P894776,1,0,0.005672609400324149
A_24_P895687,1,0,0.47541869259859537
A_24_P896032,2,0,0.005402485143165856
A_24_P896188,1,0,0.014586709886547812
A_24_P896326,1,0,0.32820097244732577
A_24_P896944,1,0,0.16045380875202594
A_24_P899032,1,0,0.0021609940572663426
A_24_P899414,1,0,0.0035116153430578066
A_24_P900555,1,0,0.42409508373851973
A_24_P901778,1,0,0.006482982171799027
A_24_P902042,1,0,0.002701242571582928
A_24_P902073,1,0,0.41950297136682874
A_24_P902345,1,0,0.005942733657482442
A_24_P902764,1,0,0.11993517017828201
A_24_P903049,2,0,0.22663425175580768
A_24_P903460,1,0,0.08860075634792004
A_24_P903628,1,0,0.00864397622906537
A_24_P904723,1,0,0.002701242571582928
A_24_P910043,1,0,0.009184224743381956
A_24_P910060,1,0,0.22798487304159915
A_24_P910080,1,0,0.08562938951917883
A_24_P910130,1,0,0.006212857914640735
A_24_P910153,1,0,0.002701242571582928
A_24_P910230,1,0,0.004592112371690978
A_24_P910246,1,0,0.01539708265802269
A_24_P910277,1,0,0.031604538087520256
A_24_P910325,1,0,0.302539168017288
A_24_P910338,1,0,0.0035116153430578066
A_24_P910355,1,0,0.23149648838465695
A_24_P910360,1,0,0.014856834143706105
A_24_P910381,1,0,0.47784981091302
A_24_P910398,1,0,0.002971366828741221
A_24_P910471,1,0,0.00945434900054025
A_24_P910483,1,0,0.004051863857374392
A_24_P910504,1,0,0.029173419773095625
A_24_P910589,1,0,0.006212857914640735
A_24_P910605,1,0,0.02404105888708806
A_24_P910608,1,0,0.00675310642895732
A_24_P910644,1,0,0.19340896812533764
A_24_P910660,1,0,0.016747703943814155
A_24_P910703,1,0,0.08211777417612101
A_24_P910724,2,0,0.01620745542949757
A_24_P910818,1,0,0.3006482982171799
A_24_P910842,1,0,0.0024311183144246355
A_24_P910952,1,0,0.09265262020529444
A_24_P910963,1,0,0.005672609400324149
A_24_P911040,1,0,0.035926526202052944
A_24_P911051,1,0,0.004051863857374392
A_24_P911071,1,0,0.002701242571582928
A_24_P911132,1,0,0.005672609400324149
A_24_P911147,1,0,0.004592112371690978
A_24_P911161,1,0,0.0037817396002160996
A_24_P911171,1,0,0.00675310642895732
A_24_P911191,2,0,0.20502431118314424
A_24_P911255,1,0,0.004321988114532685
A_24_P911281,1,0,0.005132360886007563
A_24_P911348,1,0,0.059967585089141004
A_24_P911362,1,0,0.06861156131820638
A_24_P911395,1,0,0.01431658562938952
A_24_P911411,1,0,0.004592112371690978
A_24_P911482,1,0,0.018638573743922204
A_24_P911519,2,0,0.07644516477579687
A_24_P911621,1,0,0.0940032414910859
A_24_P911644,1,0,0.009994597514856833
A_24_P911734,1,0,0.09940572663425176
A_24_P911746,1,0,0.007023230686115613
A_24_P911754,1,0,0.039978390059427334
A_24_P911766,1,0,0.012695840086439762
A_24_P911788,1,0,0.14208535926526203
A_24_P911837,1,0,0.011885467314964884
A_24_P911950,1,0,0.0021609940572663426
A_24_P911973,1,0,0.35521339816315506
A_24_P912074,1,0,0.032144786601836846
A_24_P912079,1,0,0.007563479200432199
A_24_P912126,2,0,0.02674230145867099
A_24_P912186,1,0,0.0018908698001080498
A_24_P912258,1,0,0.0337655321447866
A_24_P912342,1,0,0.002971366828741221
A_24_P912396,1,0,0.001350621285791464
A_24_P912490,1,0,0.005132360886007563
A_24_P912617,2,0,0.006482982171799027
A_24_P912626,1,0,0.02106969205834684
A_24_P912765,1,0,0.004592112371690978
A_24_P912949,1,0,0.009994597514856833
A_24_P912968,1,0,0.005942733657482442
A_24_P912994,1,0,0.005402485143165856
A_24_P913078,1,0,0.0018908698001080498
A_24_P913156,1,0,0.018638573743922204
A_24_P913198,2,0,0.18341437061048083
A_24_P913249,1,0,0.0032414910858995136
A_24_P913292,1,0,0.006212857914640735
A_24_P913391,1,0,0.0024311183144246355
A_24_P913482,1,0,0.01431658562938952
A_24_P913489,1,0,0.40464613722312265
A_24_P913517,1,0,0.002971366828741221
A_24_P913576,2,0,0.03241491085899514
A_24_P913598,1,0,0.42382495948136145
A_24_P913847,1,0,0.3757428417071853
A_24_P913855,1,0,0.2290653700702323
A_24_P913930,1,0,0.1658562938951918
A_24_P914043,1,0,0.1129119394921664
A_24_P914075,1,0,0.02890329551593733
A_24_P914095,1,0,0.33657482441923287
A_24_P914161,1,0,0.39546191247974066
A_24_P914169,1,0,0.27984873041599134
A_24_P914282,1,0,0.02377093462992977
A_24_P914289,1,0,0.0002701242571582928
A_24_P914308,2,0,0.3346839546191248
A_24_P914326,1,0,0.004051863857374392
A_24_P914362,1,0,0.44570502431118314
A_24_P914448,1,0,0.05672609400324149
A_24_P914466,1,0,0.0032414910858995136
A_24_P914549,1,0,0.011615343057806591
A_24_P914711,1,0,0.020529443544030253
A_24_P914722,1,0,0.00675310642895732
A_24_P914744,1,0,0.001350621285791464
A_24_P914782,1,0,0.0018908698001080498
A_24_P914797,1,0,0.018638573743922204
A_24_P914859,1,0,0.007023230686115613
A_24_P914908,1,0,0.0189086980010805
A_24_P914922,1,0,0.19232847109670448
A_24_P914957,1,0,0.00675310642895732
A_24_P914981,1,0,0.029173419773095625
A_24_P915030,1,0,0.0024311183144246355
A_24_P915105,1,0,0.004051863857374392
A_24_P915107,1,0,0.002701242571582928
A_24_P915117,1,0,0.009184224743381956
A_24_P915189,1,0,0.0032414910858995136
A_24_P915225,1,0,0.0037817396002160996
A_24_P915245,1,0,0.009184224743381956
A_24_P915269,1,0,0.4735278227984873
A_24_P915276,1,0,0.0021609940572663426
A_24_P915307,1,0,0.004321988114532685
A_24_P915322,1,0,0.002971366828741221
A_24_P915326,1,0,0.49054565099945974
A_24_P915338,1,0,0.005672609400324149
A_24_P915464,1,0,0.04267963263101027
A_24_P915535,1,0,0.0032414910858995136
A_24_P915541,1,0,0.009724473257698542
A_24_P915634,1,0,0.35386277687736356
A_24_P915737,1,0,0.0024311183144246355
A_24_P915846,1,0,0.0037817396002160996
A_24_P915883,1,0,0.013236088600756347
A_24_P915894,1,0,0.0032414910858995136
A_24_P915904,1,0,0.3527822798487304
A_24_P915963,1,0,0.0032414910858995136
A_24_P916116,1,0,0.001350621285791464
A_24_P916182,1,0,0.05483522420313344
A_24_P916211,1,0,0.001350621285791464
A_24_P916223,1,0,0.008373851971907077
A_24_P916299,3,0,0.01539708265802269
A_24_P916331,1,0,0.035926526202052944
A_24_P916338,1,0,0.3549432739059968
A_24_P916435,1,0,0.008914100486223663
A_24_P916453,1,0,0.0018908698001080498
A_24_P916464,1,0,0.010804970286331712
A_24_P916515,1,0,0.03268503511615343
A_24_P916534,1,0,0.010264721772015126
A_24_P916631,1,0,0.0037817396002160996
A_24_P916743,1,0,0.20475418692598596
A_24_P916746,1,0,0.0018908698001080498
A_24_P916759,1,0,0.004862236628849271
A_24_P916782,1,0,0.007293354943273906
A_24_P916858,1,0,0.07293354943273905
A_24_P916876,2,0,0.25796866558616965
A_24_P916965,1,0,0.09940572663425176
A_24_P916979,1,0,0.030524041058887088
A_24_P916992,1,0,0.0037817396002160996
A_24_P917001,1,0,0.004321988114532685
A_24_P917103,2,0,0.006212857914640735
A_24_P917113,1,0,0.001350621285791464
A_24_P917154,1,0,0.001350621285791464
A_24_P917164,1,0,0.02215018908698001
A_24_P917178,1,0,0.04051863857374392
A_24_P917199,1,0,0.0035116153430578066
A_24_P917211,1,0,0.19340896812533764
A_24_P917254,1,0,0.015667206915180983
A_24_P917280,1,0,0.005402485143165856
A_24_P917306,1,0,0.05348460291734198
A_24_P917316,1,0,0.014046461372231226
A_24_P917344,1,0,0.06807131280388978
A_24_P917433,1,0,0.002971366828741221
A_24_P917519,1,0,0.0037817396002160996
A_24_P917556,2,0,0.004051863857374392
A_24_P917595,1,0,0.008373851971907077
A_24_P917668,1,0,0.005402485143165856
A_24_P917682,1,0,0.006482982171799027
A_24_P917686,1,0,0.02215018908698001
A_24_P917703,1,0,0.008103727714748784
A_24_P917744,1,0,0.019989195029713667
A_24_P917759,1,0,0.007563479200432199
A_24_P917766,1,0,0.011075094543490005
A_24_P917796,1,0,0.0037817396002160996
A_24_P917810,1,0,0.004051863857374392
A_24_P917882,1,0,0.2755267423014587
A_24_P917895,1,0,0.00864397622906537
A_24_P917897,1,0,0.08752025931928688
A_24_P917971,1,0,0.012155591572123177
A_24_P917987,1,0,0.005672609400324149
A_24_P918007,1,0,0.004051863857374392
A_24_P918090,1,0,0.0032414910858995136
A_24_P918106,1,0,0.005132360886007563
A_24_P918131,1,0,0.030524041058887088
A_24_P918242,1,0,0.0189086980010805
A_24_P918296,1,0,0.0189086980010805
A_24_P918339,1,0,0.012695840086439762
A_24_P918364,1,0,0.006212857914640735
A_24_P918454,1,0,0.006482982171799027
A_24_P918458,1,0,0.002701242571582928
A_24_P918473,1,0,0.06428957320367369
A_24_P918561,1,0,0.004321988114532685
A_24_P918693,2,0,0.004051863857374392
A_24_P918694,1,0,0.009724473257698542
A_24_P918739,1,0,0.020799567801188548
A_24_P918782,1,0,0.01620745542949757
A_24_P918792,1,0,0.004862236628849271
A_24_P918911,1,0,0.005132360886007563
A_24_P918926,1,0,0.005132360886007563
A_24_P918930,1,0,0.004592112371690978
A_24_P919008,1,0,0.007023230686115613
A_24_P919016,1,0,0.012695840086439762
A_24_P919020,1,0,0.3454889249054565
A_24_P919038,1,0,0.007563479200432199
A_24_P919044,1,0,0.09832522960561858
A_24_P919063,1,0,0.0032414910858995136
A_24_P919150,1,0,0.25391680172879527
A_24_P919178,1,0,0.04754186925985954
A_24_P919256,1,0,0.17368989735278229
A_24_P919265,1,0,0.004321988114532685
A_24_P919283,1,0,0.11345218800648298
A_24_P919293,1,0,0.0037817396002160996
A_24_P919311,1,0,0.49432739059967584
A_24_P919340,1,0,0.1350621285791464
A_24_P919358,2,0,0.019448946515397084
A_24_P919403,1,0,0.014856834143706105
A_24_P919488,1,0,0.002701242571582928
A_24_P919502,1,0,0.004862236628849271
A_24_P919538,2,0,0.027282549972987576
A_24_P919553,1,0,0.001350621285791464
A_24_P919567,1,0,0.2698541329011345
A_24_P919595,1,0,0.005132360886007563
A_24_P919683,1,0,0.021339816315505133
A_24_P919706,1,0,0.056185845488924906
A_24_P919717,1,0,0.01053484602917342
A_24_P919750,1,0,0.42787682333873583
A_24_P919805,1,0,0.0021609940572663426
A_24_P919812,1,0,0.0035116153430578066
A_24_P919825,1,0,0.002971366828741221
A_24_P919835,1,0,0.004051863857374392
A_24_P919863,1,0,0.0037817396002160996
A_24_P919931,1,0,0.07968665586169638
A_24_P919989,1,0,0.11372231226364128
A_24_P920038,1,0,0.00675310642895732
A_24_P920048,1,0,0.0024311183144246355
A_24_P920070,1,0,0.16018368449486764
A_24_P920148,1,0,0.005402485143165856
A_24_P920157,1,0,0.0032414910858995136
A_24_P920227,1,0,0.0021609940572663426
A_24_P920247,1,0,0.008103727714748784
A_24_P920264,1,0,0.0032414910858995136
A_24_P920271,1,0,0.22474338195569962
A_24_P920355,1,0,0.0035116153430578066
A_24_P920366,1,0,0.007293354943273906
A_24_P920381,1,0,0.01242571582928147
A_24_P920463,1,0,0.012155591572123177
A_24_P920468,1,0,0.004051863857374392
A_24_P920483,1,0,0.030253916801728797
A_24_P920573,1,0,0.09994597514856834
A_24_P920585,1,0,0.004592112371690978
A_24_P920610,1,0,0.012965964343598054
A_24_P920636,1,0,0.004862236628849271
A_24_P920662,1,0,0.005672609400324149
A_24_P920664,1,0,0.46461372231226367
A_24_P920677,1,0,0.4619124797406807
A_24_P920712,1,0,0.0037817396002160996
A_24_P920715,1,0,0.009184224743381956
A_24_P920742,1,0,0.006212857914640735
A_24_P920795,1,0,0.09832522960561858
A_24_P920812,1,0,0.0010804970286331713
A_24_P920826,1,0,0.022420313344138302
A_24_P920926,1,0,0.019448946515397084
A_24_P920949,1,0,0.012155591572123177
A_24_P920992,1,0,0.004051863857374392
A_24_P921036,1,0,0.3092922744462453
